1 Bed,2 Beds,3 Beds,4 Beds,4+ Beds,Availability_check,Bath_Info,Bedroom_Info,City_Rent,Full_Address,Lease_length,Rent_link,Square_Feet,Square_Feet_Data,State_Rent,Type,Zip_code
,"$3,700",,,,May 10,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$3,700'}]",Venice,"342 4th Ave, Venice, CA 90291",,https://www.apartments.com/342-4th-ave-venice-ca/bxhz4mb/,775,775 Sq Ft,CA,Houses,90291
,,,,"$5,750",Available Now,3 BAs,"[{'bedroom_type': '4+ Beds', 'price': '$5,750'}]",San Clemente,"804 Avenida Presidio, San Clemente, CA 92672",12 Month Lease,https://www.apartments.com/804-avenida-presidio-san-clemente-ca/hr5xsj2/,"2,750","2,750 Sq Ft",CA,Houses,92672
,,,"$8,000",,Available Now,4 BAs,"[{'bedroom_type': '4 Beds', 'price': '$8,000'}]",Topanga,"20314 Callon Dr, Topanga, CA 90290",12 Month Lease,https://www.apartments.com/20314-callon-dr-topanga-ca/mw755xh/,"4,000","4,000 Sq Ft",CA,Houses,90290
,,"$16,500",,,Available Now,3½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$16,500'}]",Los Angeles,"Los Angeles, CA 90046",12 Month Lease,https://www.apartments.com/800-n-harper-ave-los-angeles-ca/rq0qnx1/,"3,400","3,400 Sq Ft",CA,Houses,90046
,,"$4,450",,,Available Now,1½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,450'}]",Los Angeles,"3629 Revere Ave, Los Angeles, CA 90039",12 Month Lease,https://www.apartments.com/3629-revere-ave-los-angeles-ca/lf8tfef/,"2,000","2,000 Sq Ft",CA,Houses,90039
,,,"$8,000",,Available Now,4 BAs,"[{'bedroom_type': '4 Beds', 'price': '$8,000'}]",Topanga,"20310 Callon Dr, Topanga, CA 90290",12 Month Lease,https://www.apartments.com/20310-callon-dr-topanga-ca/gx34w8y/,"3,000","3,000 Sq Ft",CA,Houses,90290
,,"$4,000",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,000'}]",Los Angeles,"Los Angeles, CA 91303",12 Month Lease,https://www.apartments.com/6616-farralone-ave-los-angeles-ca/dl9ed6k/,"1,300","1,300 Sq Ft",CA,Houses,91303
,,,,"$14,499",Available Now,6½ BAs,"[{'bedroom_type': '4+ Beds', 'price': '$14,499'}]",Los Angeles,"4635 Brewster Dr, Los Angeles, CA 91356",12 Month Lease,https://www.apartments.com/4635-brewster-dr-los-angeles-ca/4mz30nl/,"4,200","4,200 Sq Ft",CA,Houses,91356
,,,"$3,300",,Available Now,2 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,300'}]",Pasadena,"2060 E Crary St, Pasadena, CA 91104",,https://www.apartments.com/2060-e-crary-st-pasadena-ca/0qrd4p3/,"1,466","1,466 Sq Ft",CA,Houses,91104
,,"$2,750",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,750'}]",Vista,"1228 Adobe Terrace, Vista, CA 92081",12 Month Lease,https://www.apartments.com/1228-adobe-terrace-vista-ca/5k859rq/,"1,800","1,800 Sq Ft",CA,Houses,92081
$900,,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$900'}]",Long Beach,"3752 Lewis Ave, Long Beach, CA 90807",24 Month Lease,https://www.apartments.com/3752-lewis-ave-long-beach-ca/dypvtzj/,150,150 Sq Ft,CA,Houses,90807
,,,"$4,550",,Jun 1,2½ BAs,"[{'bedroom_type': '4 Beds', 'price': '$4,550'}]",Pittsburg,"Pittsburg, CA 94565",12 Month Lease,https://www.apartments.com/4157-railroad-ave-pittsburg-ca/dx3fb6h/,"2,150","2,150 Sq Ft",CA,Houses,94565
$875,,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$875'}]",Laguna Niguel,"Laguna Niguel, CA 92677",3 Month Lease,https://www.apartments.com/25096-nueva-vista-dr-laguna-niguel-ca/cn731kg/,125,125 Sq Ft,CA,Houses,92677
,,,,"$5,850",Available Now,4 BAs,"[{'bedroom_type': '4+ Beds', 'price': '$5,850'}]",Los Angeles,"1963 S Bentley Ave, Los Angeles, CA 90025",12 Month Lease,https://www.apartments.com/1963-s-bentley-ave-los-angeles-ca/j6ntp47/,"2,500","2,500 Sq Ft",CA,Houses,90025
,,,"$11,000",,May 1,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$11,000'}]",Los Angeles,"3003 Ocean Front Walk, Los Angeles, CA 90291",1 Month Lease,https://www.apartments.com/3003-ocean-front-walk-los-angeles-ca/bz0p4q8/,"3,682","3,682 Sq Ft",CA,Houses,90291
,"$2,950",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,950'}]",Simi Valley,"Simi Valley, CA 93063",12 Month Lease,https://www.apartments.com/7846-lilac-ln-simi-valley-ca/wpjg04h/,"1,354","1,354 Sq Ft",CA,Houses,93063
,,,"$8,495",,Available Now,3½ BAs,"[{'bedroom_type': '4 Beds', 'price': '$8,495'}]",Los Angeles,"6235 Primrose Ave, Los Angeles, CA 90068",12 Month Lease,https://www.apartments.com/6235-primrose-ave-los-angeles-ca/gq8jvry/,"3,145","3,145 Sq Ft",CA,Houses,90068
,"$2,295",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,295'}]",Glendale,"3812 Mayfield Ave, Glendale, CA 91214",12 Month Lease,https://www.apartments.com/3812-mayfield-ave-glendale-ca/nz072lq/,"1,000","1,000 Sq Ft",CA,Houses,91214
,,,"$5,300",,Apr 4,2 BAs,"[{'bedroom_type': '4 Beds', 'price': '$5,300'}]",Los Angeles,"8722 Amboy Ave, Los Angeles, CA 91352",12 Month Lease,https://www.apartments.com/8722-amboy-ave-los-angeles-ca/y35b97s/,"1,604","1,604 Sq Ft",CA,Houses,91352
,"$2,200",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,200'}]",Palm Desert,"73531 Red Cir, Palm Desert, CA 92260",1 Month Lease,https://www.apartments.com/73531-red-cir-palm-desert-ca/b5t5dd9/,"1,500","1,500 Sq Ft",CA,Houses,92260
,,"$2,600",,,Available Now,1 BA,"[{'bedroom_type': '3 Beds', 'price': '$2,600'}]",West Covina,"1119 E Grovecenter St, West Covina, CA 91790",12 Month Lease,https://www.apartments.com/1119-e-grovecenter-st-west-covina-ca/py50h3t/,"1,100","1,100 Sq Ft",CA,Houses,91790
,,,"$5,300",,Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$5,300'}]",Los Angeles,"2564 Lake View Ave, Los Angeles, CA 90039",,https://www.apartments.com/2564-lake-view-ave-los-angeles-ca/ldrgw2f/,"1,900","1,900 Sq Ft",CA,Houses,90039
,,"$3,200",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,200'}]",Los Angeles,"Los Angeles, CA 91405",12 Month Lease,https://www.apartments.com/7107-natick-ave-los-angeles-ca/veppx6e/,"1,200","1,200 Sq Ft",CA,Houses,91405
"$1,350",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,350'}]",Los Angeles,"2366 Nichols Canyon Rd, Los Angeles, CA 90046",12 Month Lease,https://www.apartments.com/2366-nichols-canyon-rd-los-angeles-ca/q4rjejz/,500,500 Sq Ft,CA,Houses,90046
"$1,300",,,,,Apr 19,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,300'}]",Los Angeles,"5738 Cedros Ave, Los Angeles, CA 91411",,https://www.apartments.com/5738-cedros-ave-los-angeles-ca/7l6c39x/,225,225 Sq Ft,CA,Houses,91411
,,"$6,650",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$6,650'}]",Venice,"602 Victoria Ave, Venice, CA 90291",12 Month Lease,https://www.apartments.com/602-victoria-ave-venice-ca/rgbf4e0/,"1,500","1,500 Sq Ft",CA,Houses,90291
"$3,200",,,,,Apr 10,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$3,200'}]",Manhattan Beach,"Manhattan Beach, CA 90266",,https://www.apartments.com/222-el-porto-st-manhattan-beach-ca/wkrkr2l/,680,680 Sq Ft,CA,Houses,90266
,,"$3,175",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,175'}]",Van Nuys,"6644 Forbes Ave, Van Nuys, CA 91406",,https://www.apartments.com/6644-forbes-ave-van-nuys-ca/yy829zv/,"1,250","1,250 Sq Ft",CA,Houses,91406
,,,,"$8,000",Available Now,5 BAs,"[{'bedroom_type': '4+ Beds', 'price': '$8,000'}]",South Lake Tahoe,"South Lake Tahoe, CA 96150",,https://www.apartments.com/3755-beach-rd-south-lake-tahoe-ca/pgwj1mt/,"3,750","3,750 Sq Ft",CA,Houses,96150
,,"$3,150",,,Available Now,1 BA,"[{'bedroom_type': '3 Beds', 'price': '$3,150'}]",Los Angeles,"Los Angeles, CA 90034",12 Month Lease,https://www.apartments.com/6011-dauphin-st-los-angeles-ca/2zrfhq8/,"1,261","1,261 Sq Ft",CA,Houses,90034
,"$4,700",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,700'}]",Santa Monica,"728 Pacific St, Santa Monica, CA 90405",6 Month Lease,https://www.apartments.com/728-pacific-st-santa-monica-ca/xv5smnp/,840,840 Sq Ft,CA,Houses,90405
,,,"$5,200",,Available Now,3½ BAs,"[{'bedroom_type': '4 Beds', 'price': '$5,200'}]",San Marino,"San Marino, CA 91108",12 Month Lease,https://www.apartments.com/840-palomar-rd-san-marino-ca/d2ye7qk/,"2,843","2,843 Sq Ft",CA,Houses,91108
,,"$6,950",,,Available Now,3½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$6,950'}]",Los Angeles,"Los Angeles, CA 90008",12 Month Lease,https://www.apartments.com/4170-s-cloverdale-ave-los-angeles-ca/1py7kb6/,"3,003","3,003 Sq Ft",CA,Houses,90008
,"$1,950",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$1,950'}]",Los Angeles,"Los Angeles, CA 90062",12 Month Lease,https://www.apartments.com/1625-w-55th-st-los-angeles-ca/dje60tk/,800,800 Sq Ft,CA,Houses,90062
,,"$4,700",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,700'}]",Rancho Palos Verdes,"3839 Pirate Dr, Rancho Palos Verdes, CA 90275",12 Month Lease,https://www.apartments.com/3839-pirate-dr-rancho-palos-verdes-ca/6qkye4t/,"1,906","1,906 Sq Ft",CA,Houses,90275
,,"$5,000",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$5,000'}]",Hermosa Beach,"1532 Prospect Ave, Hermosa Beach, CA 90254",12 Month Lease,https://www.apartments.com/1532-prospect-ave-hermosa-beach-ca/495pm1h/,"1,100","1,100 Sq Ft",CA,Houses,90254
,,"$3,250",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,250'}]",Los Angeles,"Los Angeles, CA 91040",,https://www.apartments.com/10620-woodward-ave-los-angeles-ca/mddbs0k/,"1,150","1,150 Sq Ft",CA,Houses,91040
,,"$6,000",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$6,000'}]",Los Angeles,"Los Angeles, CA 90291",12 Month Lease,https://www.apartments.com/817-5th-ave-los-angeles-ca/yp0ezpr/,"1,500","1,500 Sq Ft",CA,Houses,90291
,"$2,400",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,400'}]",Los Angeles,"401 S Bonnie Beach Pl, Los Angeles, CA 90063",,https://www.apartments.com/401-s-bonnie-beach-pl-los-angeles-ca/c3h2h1e/,"1,080","1,080 Sq Ft",CA,Houses,90063
,"$3,150",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$3,150'}]",Los Angeles,"11566 Mississippi Ave, Los Angeles, CA 90025",,https://www.apartments.com/11566-mississippi-ave-los-angeles-ca/pedg20s/,900,900 Sq Ft,CA,Houses,90025
,,"$6,500",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$6,500'}]",Los Angeles,"12721 Sanford St, Los Angeles, CA 90066",,https://www.apartments.com/12721-sanford-st-los-angeles-ca/1sjr805/,"2,096","2,096 Sq Ft",CA,Houses,90066
,,"$5,200",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$5,200'}]",Beverly Hills,"9847 Yoakum Dr, Beverly Hills, CA 90210",6 Month Lease,https://www.apartments.com/9847-yoakum-dr-beverly-hills-ca/dpn4qtj/,"1,500","1,500 Sq Ft",CA,Houses,90210
,,"$3,000",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,000'}]",Placentia,"1237 Valparaiso Dr N, Placentia, CA 92870",12 Month Lease,https://www.apartments.com/1237-valparaiso-dr-n-placentia-ca/swb68b7/,"1,680","1,680 Sq Ft",CA,Houses,92870
,,"$7,500",,,Available Now,3½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$7,500'}]",Los Angeles,"6350 Primrose Ave, Los Angeles, CA 90068",12 Month Lease,https://www.apartments.com/6350-primrose-ave-los-angeles-ca/966jtv5/,"2,290","2,290 Sq Ft",CA,Houses,90068
"$2,250",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,250'}]",Los Angeles,"Los Angeles, CA 90048",,https://www.apartments.com/455-s-hamel-rd-los-angeles-ca/63chvtt/,,,CA,Houses,90048
,,,"$6,200",,Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$6,200'}]",Del Mar,"Del Mar, CA 92014",12 Month Lease,https://www.apartments.com/13155-portofino-dr-del-mar-ca/c4kvvle/,"2,629","2,629 Sq Ft",CA,Houses,92014
,,"$4,500",,,Apr 15,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,500'}]",Topanga,"21620 Circle Trl, Topanga, CA 90290",12 Month Lease,https://www.apartments.com/21620-circle-trl-topanga-ca/wq4ce0h/,"1,010","1,010 Sq Ft",CA,Houses,90290
,,"$4,400",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,400'}]",Hermosa Beach,"Hermosa Beach, CA 90254",12 Month Lease,https://www.apartments.com/635-prospect-ave-hermosa-beach-ca/350pg8d/,"1,254","1,254 Sq Ft",CA,Houses,90254
,"$1,995",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$1,995'}]",Los Angeles,"4249 1/2 Floral Dr, Los Angeles, CA 90063",12 Month Lease,https://www.apartments.com/4249-1-2-floral-dr-los-angeles-ca/62bmzcs/,800,800 Sq Ft,CA,Houses,90063
,,,,"$7,500",Available Now,3½ BAs,"[{'bedroom_type': '4+ Beds', 'price': '$7,500'}]",Los Angeles,"3741 Grand View Blvd, Los Angeles, CA 90066",,https://www.apartments.com/3741-grand-view-blvd-los-angeles-ca/w0074el/,"2,100","2,100 Sq Ft",CA,Houses,90066
"$2,350",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,350'}]",San Jose,"San Jose, CA 95126",,https://www.apartments.com/370-page-st-san-jose-ca/smksgy7/,650,650 Sq Ft,CA,Houses,95126
,"$3,450",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$3,450'}]",Los Angeles,"3535 Hughes Ave, Los Angeles, CA 90034",1 Month Lease,https://www.apartments.com/3535-hughes-ave-los-angeles-ca/5lhk2gm/,"1,500","1,500 Sq Ft",CA,Houses,90034
,,,"$4,900",,Available Now,2 BAs,"[{'bedroom_type': '4 Beds', 'price': '$4,900'}]",Los Angeles,"3529 Hughes Ave, Los Angeles, CA 90034",1 Month Lease,https://www.apartments.com/3529-hughes-ave-los-angeles-ca/tcbh8n9/,"1,800","1,800 Sq Ft",CA,Houses,90034
,,"$2,600",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,600'}]",Torrance,"1649 W 222nd St, Torrance, CA 90501",12 Month Lease,https://www.apartments.com/1649-w-222nd-st-torrance-ca/xrmzgmp/,"1,167","1,167 Sq Ft",CA,Houses,90501
,,"$5,400",,,Jun 1,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$5,400'}]",Manhattan Beach,"429 29th St, Manhattan Beach, CA 90266",12 Month Lease,https://www.apartments.com/429-29th-st-manhattan-beach-ca/brddzv9/,"1,346","1,346 Sq Ft",CA,Houses,90266
,,"$3,950",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,950'}]",Oxnard,"Oxnard, CA 93035",,https://www.apartments.com/129-los-angeles-ave-oxnard-ca/ytzecdt/,"2,027","2,027 Sq Ft",CA,Houses,93035
,,,"$4,450",,Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$4,450'}]",San Jose,"San Jose, CA 95136",12 Month Lease,https://www.apartments.com/621-gaundabert-ln-san-jose-ca/dhfztwk/,"2,900","2,900 Sq Ft",CA,Houses,95136
,"$2,350",,,,Jul 1,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,350'}]",Monterey Park,"Monterey Park, CA 91754",,https://www.apartments.com/914-mira-valle-st-monterey-park-ca/8cwx8c2/,"1,010","1,010 Sq Ft",CA,Houses,91754
,,,"$3,990",,May 15,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,990'}]",Dublin,"Dublin, CA 94568",12 Month Lease,https://www.apartments.com/4255-onate-ct-dublin-ca/wmq4sxl/,"2,127","2,127 Sq Ft",CA,Houses,94568
"$1,300",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,300'}]",Carpinteria,"Carpinteria, CA 93013",,https://www.apartments.com/115-serafin-st-carpinteria-ca/nkjb3nm/,200,200 Sq Ft,CA,Houses,93013
,,"$2,500",,,Apr 4,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,500'}]",Lincoln,"Lincoln, CA 95648",,https://www.apartments.com/1750-lincoln-newcastle-hwy-lincoln-ca/10b7386/,"2,200","2,200 Sq Ft",CA,Houses,95648
,,,"$3,095",,Available Now,2 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,095'}]",Placentia,"Placentia, CA 92870",12 Month Lease,https://www.apartments.com/2307-cartlen-dr-placentia-ca/gypkyxw/,"1,715","1,715 Sq Ft",CA,Houses,92870
,"$2,450",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,450'}]",Vista,"Vista, CA 92083",12 Month Lease,https://www.apartments.com/972-el-pico-ct-vista-ca/p1ewwxr/,"1,024","1,024 Sq Ft",CA,Houses,92083
"$1,900",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,900'}]",Berkeley,"Berkeley, CA 94702",6 Month Lease,https://www.apartments.com/2306-sacramento-st-berkeley-ca/r22swm3/,288,288 Sq Ft,CA,Houses,94702
,,$900,,,May 1,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$900'}]",Redondo Beach,"1619 Lomax Ln, Redondo Beach, CA 90278",12 Month Lease,https://www.apartments.com/1619-lomax-ln-redondo-beach-ca/7dw1rwx/,140,140 Sq Ft,CA,Houses,90278
,"$3,000",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,000'}]",Los Angeles,"Los Angeles, CA 91436",,https://www.apartments.com/5001-rubio-ave-los-angeles-ca/sf61mw5/,"1,000","1,000 Sq Ft",CA,Houses,91436
,"$4,750",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,750'}]",Los Angeles,"Los Angeles, CA 90034",12 Month Lease,https://www.apartments.com/3520-s-bentley-ave-los-angeles-ca/6qt7ktr/,"1,100","1,100 Sq Ft",CA,Houses,90034
"$2,590",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,590'}]",Los Angeles,"Los Angeles, CA 90066",12 Month Lease,https://www.apartments.com/3771-boise-ave-los-angeles-ca/2rbr688/,650,650 Sq Ft,CA,Houses,90066
,,"$7,400",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$7,400'}]",Los Angeles,"2116 Oak Glen Pl, Los Angeles, CA 90039",12 Month Lease,https://www.apartments.com/2116-oak-glen-pl-los-angeles-ca/5rx1fjn/,"1,900","1,900 Sq Ft",CA,Houses,90039
,,,"$3,000",,May 1,2 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,000'}]",Los Angeles,"456 E 47th St, Los Angeles, CA 90011",12 Month Lease,https://www.apartments.com/456-e-47th-st-los-angeles-ca/yjweryt/,"1,400","1,400 Sq Ft",CA,Houses,90011
,,"$3,095",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,095'}]",Los Angeles,"7852 Ducor Ave, Los Angeles, CA 91304",12 Month Lease,https://www.apartments.com/7852-ducor-ave-los-angeles-ca/0dcley3/,"1,155","1,155 Sq Ft",CA,Houses,91304
,,,"$8,100",,Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$8,100'}]",Beverly Hills,"Beverly Hills, CA 90212",,https://www.apartments.com/466-s-beverwil-dr-beverly-hills-ca/82qlb93/,"2,623","2,623 Sq Ft",CA,Houses,90212
,,,"$3,330",,Available Now,2 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,330'}]",Los Angeles,"Los Angeles, CA 90732",12 Month Lease,https://www.apartments.com/1615-w-22nd-st-los-angeles-ca/lqvdkef/,"2,115","2,115 Sq Ft",CA,Houses,90732
,"$2,500",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,500'}]",Los Angeles,"Los Angeles, CA 90043",,https://www.apartments.com/5445-11th-ave-los-angeles-ca/8eq1yv2/,912,912 Sq Ft,CA,Houses,90043
,"$1,295",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,295'}]",Thousand Palms,"Thousand Palms, CA 92276",6 Month Lease,https://www.apartments.com/73717-broadmoor-dr-thousand-palms-ca/1826ge6/,"1,400","1,400 Sq Ft",CA,Houses,92276
,"$3,500",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,500'}]",Los Angeles,"11142 Exposition Blvd, Los Angeles, CA 90064",12 Month Lease,https://www.apartments.com/11142-exposition-blvd-los-angeles-ca/d37wwxk/,"1,000","1,000 Sq Ft",CA,Houses,90064
,"$2,400",,,,Jun 1,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,400'}]",Sonoma,"Sonoma, CA 95476",1 Month Lease,https://www.apartments.com/17181-sonoma-hwy-sonoma-ca/2kq5yz8/,800,800 Sq Ft,CA,Houses,95476
"$3,500",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$3,500'}]",Topanga,"19835 Montau Dr, Topanga, CA 90290",,https://www.apartments.com/19835-montau-dr-topanga-ca/9y87h77/,500,500 Sq Ft,CA,Houses,90290
,,"$5,100",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$5,100'}]",Los Angeles,"4860 Hayvenhurst Ave, Los Angeles, CA 91436",12 Month Lease,https://www.apartments.com/4860-hayvenhurst-ave-los-angeles-ca/wstdq8h/,"2,221","2,221 Sq Ft",CA,Houses,91436
,,,"$5,000",,Available Now,4 BAs,"[{'bedroom_type': '4 Beds', 'price': '$5,000'}]",Culver City,"11346 Youngworth St, Culver City, CA 90230",12 Month Lease,https://www.apartments.com/11346-youngworth-st-culver-city-ca/e92w1mn/,"1,976","1,976 Sq Ft",CA,Houses,90230
,,"$4,750",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,750'}]",Culver City,"11910 Wagner St, Culver City, CA 90230",12 Month Lease,https://www.apartments.com/11910-wagner-st-culver-city-ca/gdyc0zz/,"1,200","1,200 Sq Ft",CA,Houses,90230
,"$4,400",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,400'}]",Santa Monica,"502 Ashland Ave, Santa Monica, CA 90405",12 Month Lease,https://www.apartments.com/502-ashland-ave-santa-monica-ca/vkt3y3g/,"1,300","1,300 Sq Ft",CA,Houses,90405
"$3,200",,,,,Available Now,1½ BAs,"[{'bedroom_type': '1 Bed', 'price': '$3,200'}]",Los Angeles,"707 Angelus Pl, Los Angeles, CA 90291",6 Month Lease,https://www.apartments.com/707-angelus-pl-los-angeles-ca/nkk7l6p/,600,600 Sq Ft,CA,Houses,90291
"$1,750",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,750'}]",Los Angeles,"Los Angeles, CA 90047",12 Month Lease,https://www.apartments.com/1636-w-65th-pl-los-angeles-ca/x84y7mm/,819,819 Sq Ft,CA,Houses,90047
