Bath,Bed,City,Full_address,HOA,House_type,House_website,Listing_type,Lot,Lot_conversion_to_sqft,Parking,Price,Rent_zestimate,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
2,2,GardenGrove,"9153 Westminster Ave, Garden Grove, CA 92844",$220/month,Townhouse,https://www.zillow.com/homedetails/9153-Westminster-Ave-Garden-Grove-CA-92844/25187652_zpid/,Townhouse for sale,"1,267 sqft",1267.0,2 spaces,"$485,000","$2,075/mo","1,132",CA,9153 Westminster Ave,1974,"$486,859",$428,92844
3,3,Orange,"8446 E Kendra Loop, Orange, CA 92867",$260/month,Townhouse,https://www.zillow.com/homedetails/8446-E-Kendra-Loop-Orange-CA-92867/79808306_zpid/,Townhouse for sale,No Data,null,2 spaces,"$614,900","$2,900/mo","1,719",CA,8446 E Kendra Loop,2005,"$614,985",$358,92867
3,2,LosAngeles,"14201 Foothill Blvd UNIT 40, Los Angeles, CA 91342",$310/month,Townhouse,https://www.zillow.com/homedetails/14201-Foothill-Blvd-UNIT-40-Los-Angeles-CA-91342/20069399_zpid/,Townhouse for sale,2.01 acres,87555.6,2 spaces,"$389,000","$2,199/mo","1,172",CA,14201 Foothill Blvd UNIT 40,1982,"$393,917",$332,91342
3,3,SantaClarita,"26866 Paseo Terraza, Santa Clarita, CA 91350",$355/month,Townhouse,https://www.zillow.com/homedetails/26866-Paseo-Terraza-Santa-Clarita-CA-91350/20190803_zpid/,Townhouse for sale,4.13 acres,179902.8,2 spaces,"$424,900","$2,450/mo","1,285",CA,26866 Paseo Terraza,1973,"$437,688",$331,91350
2,3,Lancaster,"43731 Lena Ct, Lancaster, CA 93535",$300/month,Townhouse,https://www.zillow.com/homedetails/43731-Lena-Ct-Lancaster-CA-93535/20301072_zpid/,Townhouse for sale,"3,049 sqft",3049.0,2 spaces,"$224,900","$1,850/mo","1,310",CA,43731 Lena Ct,1981,"$226,249",$172,93535
3,3,Sunnyvale,"959 Glen Valley Ter, Sunnyvale, CA 94085",$385/month,Townhouse,https://www.zillow.com/homedetails/959-Glen-Valley-Ter-Sunnyvale-CA-94085/116156138_zpid/,Townhouse for sale,771 sqft,771.0,2 spaces,"$1,249,000","$4,000/mo","1,620",CA,959 Glen Valley Ter,2011,"$1,326,688",$771,94085
3,2,SantaClarita,"19403 Opal Ln, Santa Clarita, CA 91350",$180/month,Townhouse,https://www.zillow.com/homedetails/19403-Opal-Ln-Santa-Clarita-CA-91350/82749903_zpid/,Townhouse for sale,0.82 acres,35719.2,2 spaces,"$419,999","$2,495/mo","1,440",CA,19403 Opal Ln,2006,"$423,353",$292,91350
2,3,Stockton,"4450 Townehome Dr, Stockton, CA 95207",$300/month,Townhouse,https://www.zillow.com/homedetails/4450-Townehome-Dr-Stockton-CA-95207/15306222_zpid/,Townhouse for sale,"1,324 sqft",1324.0,2 spaces,"$155,000","$1,499/mo","1,323",CA,4450 Townehome Dr,1972,"$153,493",$117,95207
3,3,CanogaPark,"6871 Valley Circle Blvd UNIT 2, Canoga Park, CA 91307",$505/month,Townhouse,https://www.zillow.com/homedetails/6871-Valley-Circle-Blvd-UNIT-2-Canoga-Park-CA-91307/19871927_zpid/,Townhouse for sale,5.93 acres,258310.8,2 spaces,"$529,000","$2,950/mo","1,594",CA,6871 Valley Circle Blvd UNIT 2,1983,"$538,102",$332,91307
3,3,Valencia,"25526 Wharton Dr, Valencia, CA 91381",$252/month,Townhouse,https://www.zillow.com/homedetails/25526-Wharton-Dr-Valencia-CA-91381/82882552_zpid/,Townhouse for sale,1.03 acres,44866.8,No Data,"$519,000","$2,700/mo","1,560",CA,25526 Wharton Dr,2005,"$524,019",$333,91381
2,3,Oceanside,"3416 Thunder Dr, Oceanside, CA 92056",$280/month,Townhouse,https://www.zillow.com/homedetails/3416-Thunder-Dr-Oceanside-CA-92056/16621527_zpid/,Townhouse for sale,No Data,null,1 space,"$349,900","$2,300/mo","1,092",CA,3416 Thunder Dr,1973,"$349,903",$320,92056
2,2,SantaClarita,"19406 Laroda Ln, Santa Clarita, CA 91350",$180/month,Townhouse,https://www.zillow.com/homedetails/19406-Laroda-Ln-Santa-Clarita-CA-91350/82882287_zpid/,Townhouse for sale,3.23 acres,140698.8,2 spaces,"$439,000","$2,495/mo","1,404",CA,19406 Laroda Ln,2006,"$439,897",$313,91350
2,2,Danville,"394 Ilo Ln APT 401, Danville, CA 94526",$479/month,Townhouse,https://www.zillow.com/homedetails/394-Ilo-Ln-APT-401-Danville-CA-94526/18430167_zpid/,Townhouse for sale,875 sqft,875.0,1 space,"$485,000","$2,700/mo","1,012",CA,394 Ilo Ln APT 401,1964,"$495,865",$479,94526
3,3,RedondoBeach,"407 Camino De Las Colinas, Redondo Beach, CA 90277",$476/month,Townhouse,https://www.zillow.com/homedetails/407-Camino-De-Las-Colinas-Redondo-Beach-CA-90277/21324532_zpid/,Townhouse for sale,2.15 acres,93654.0,2 spaces,"$1,050,000","$3,395/mo","1,566",CA,407 Camino De Las Colinas,1978,"$1,061,170",$670,90277
3,3,Irvine,"56 Soho, Irvine, CA 92612",$150/month,Townhouse,https://www.zillow.com/homedetails/56-Soho-Irvine-CA-92612/111423545_zpid/,Townhouse for sale,No Data,null,2 spaces,"$768,000","$3,200/mo","1,878",CA,56 Soho,2010,"$768,005",$409,92612
3,3,Oceanside,"4635 Los Alamos Way UNIT B, Oceanside, CA 92057",$245/month,Townhouse,https://www.zillow.com/homedetails/4635-Los-Alamos-Way-UNIT-B-Oceanside-CA-92057/16606690_zpid/,Townhouse for sale,1.37 acres,59677.2,2 spaces,"$450,000","$2,700/mo","1,539",CA,4635 Los Alamos Way UNIT B,1995,"$450,004",$292,92057
2,2,Aptos,"6240 Cabot Ct, Aptos, CA 95003",$356/month,Townhouse,https://www.zillow.com/homedetails/6240-Cabot-Ct-Aptos-CA-95003/16134490_zpid/,Townhouse for sale,"1,437 sqft",1437.0,Attached Garage,"$599,000","$3,200/mo","1,250",CA,6240 Cabot Ct,1984,"$620,267",$479,95003
3,2,SantaBarbara,"34 Ocean View Ave APT 5, Santa Barbara, CA 93103",$20/month,Townhouse,https://www.zillow.com/homedetails/34-Ocean-View-Ave-APT-5-Santa-Barbara-CA-93103/15882549_zpid/,Townhouse for sale,672 sqft,672.0,No Data,"$749,000","$3,750/mo","1,319",CA,34 Ocean View Ave APT 5,1986,"$740,012",$568,93103
2,4,SanDiego,"1223 27th St, San Diego, CA",$175/month,Townhouse,https://www.zillow.com/homedetails/1223-27th-St-San-Diego-CA-92154/17164278_zpid/,New construction,6.94 acres,302306.4,4 spaces,"$435,900","$2,495/mo","1,650",CA,1223 27th St,1979,"$441,402",$264,null
3,3,Sunnyvale,"367 Dunsmuir Ter UNIT 5, Sunnyvale, CA 94085",$424/month,Townhouse,https://www.zillow.com/homedetails/367-Dunsmuir-Ter-UNIT-5-Sunnyvale-CA-94085/19543087_zpid/,Townhouse for sale,557 sqft,557.0,2 spaces,"$1,049,888","$3,500/mo","1,216",CA,367 Dunsmuir Ter UNIT 5,1996,"$1,124,476",$863,94085
3,2,SanJose,"1114 Library Ln, San Jose, CA 95116",$246/month,Townhouse,https://www.zillow.com/homedetails/1114-Library-Ln-San-Jose-CA-95116/19712147_zpid/,Townhouse for sale,"1,289 sqft",1289.0,1 space,"$649,000","$2,900/mo","1,101",CA,1114 Library Ln,1998,"$659,934",$589,95116
3,3,Cypress,"9622 Bloomfield Ave, Cypress, CA 90630",$285/month,Townhouse,https://www.zillow.com/homedetails/9622-Bloomfield-Ave-Cypress-CA-90630/25328539_zpid/,Townhouse for sale,"1,851 sqft",1851.0,2 spaces,"$589,900","$2,850/mo","1,587",CA,9622 Bloomfield Ave,1968,"$593,527",$372,90630
3,3,Valencia,"24091 Meadowbrook Ln, Valencia, CA 91354",$140/month,Townhouse,https://www.zillow.com/homedetails/24091-Meadowbrook-Ln-Valencia-CA-91354/65251506_zpid/,Townhouse for sale,1.07 acres,46609.2,2 spaces,"$495,500","$2,600/mo","1,420",CA,24091 Meadowbrook Ln,2005,"$499,341",$349,91354
2,2,Glendale,"630 E Orange Grove Ave APT D, Glendale, CA 91501",$270/month,Townhouse,https://www.zillow.com/homedetails/630-E-Orange-Grove-Ave-APT-D-Glendale-CA-91501/20053434_zpid/,Townhouse for sale,"7,784 sqft",7784.0,2 spaces,"$449,500","$2,500/mo","1,012",CA,630 E Orange Grove Ave APT D,1964,"$471,583",$444,91501
2,2,RedondoBeach,"834 N Lucia Ave UNIT C, Redondo Beach, CA 90277",$250/month,Townhouse,https://www.zillow.com/homedetails/834-N-Lucia-Ave-UNIT-C-Redondo-Beach-CA-90277/21316746_zpid/,Townhouse for sale,"8,468 sqft",8468.0,2 spaces,"$799,000","$3,200/mo","1,126",CA,834 N Lucia Ave UNIT C,1973,"$767,426",$710,90277
3,3,Claremont,"770 W 1st St, Claremont, CA 91711",$310/month,Townhouse,https://www.zillow.com/homedetails/770-W-1st-St-Claremont-CA-91711/65250324_zpid/,Townhouse for sale,0.45 acres,19602.0,2 spaces,"$645,000","$2,380/mo","1,450",CA,770 W 1st St,2004,"$650,633",$445,91711
2,3,Ventura,"301 Oakwood St, Ventura, CA 93001",$280/month,Townhouse,https://www.zillow.com/homedetails/301-Oakwood-St-Ventura-CA-93001/16324039_zpid/,Townhouse for sale,"2,509 sqft",2509.0,2 spaces,"$325,000","$2,600/mo","1,306",CA,301 Oakwood St,1981,"$324,265",$249,93001
3,2,WestlakeVillage,"166 Via Colinas, Westlake Village, CA 91362",$337/month,Townhouse,https://www.zillow.com/homedetails/166-Via-Colinas-Westlake-Village-CA-91362/16488017_zpid/,Townhouse for sale,879 sqft,879.0,2 spaces,"$549,900","$2,900/mo","1,251",CA,166 Via Colinas,1985,"$545,676",$440,91362
3,4,Sylmar,"14552 Foothill Blvd, Sylmar, CA 91342",$304/month,Townhouse,https://www.zillow.com/homedetails/14552-Foothill-Blvd-Sylmar-CA-91342/123744837_zpid/,Townhouse for sale,0.59 acres,25700.4,2 spaces,"$435,000","$2,600/mo","1,387",CA,14552 Foothill Blvd,2013,"$443,032",$314,91342
2,3,NationalCity,"647 Q Ave, National City, CA 91950",$260/month,Townhouse,https://www.zillow.com/homedetails/647-Q-Ave-National-City-CA-91950/82936638_zpid/,Townhouse for sale,"3,000 sqft",3000.0,2 spaces,"$350,000","$2,400/mo","1,286",CA,647 Q Ave,2004,"$353,850",$272,91950
3,3,SanJose,"7091 Santa Teresa Blvd, San Jose, CA 95139",$389/month,Townhouse,https://www.zillow.com/homedetails/7091-Santa-Teresa-Blvd-San-Jose-CA-95139/19841994_zpid/,Townhouse for sale,"2,056 sqft",2056.0,2 spaces,"$719,000","$3,400/mo","1,656",CA,7091 Santa Teresa Blvd,1971,"$746,674",$434,95139
3,3,LosAngeles,"1015 Figueroa Ter APT 10, Los Angeles, CA 90012",$381/month,Townhouse,https://www.zillow.com/homedetails/1015-Figueroa-Ter-APT-10-Los-Angeles-CA-90012/302797277_zpid/,Townhouse for sale,1.63 acres,71002.8,2 spaces,"$999,999","$3,500/mo","1,790",CA,1015 Figueroa Ter APT 10,2018,"$1,001,000",$559,90012
2,2,SolanaBeach,"840 Stevens Ave, Solana Beach, CA 92075",$355/month,Townhouse,https://www.zillow.com/homedetails/840-Stevens-Ave-Solana-Beach-CA-92075/16760414_zpid/,Townhouse for sale,2 acres,87120.0,2 spaces,"$599,000","$2,700/mo","1,092",CA,840 Stevens Ave,1975,"$599,003",$549,92075
3,3,DesertHotSprings,"67300 Rochelle Rd, Desert Hot Springs, CA 92240",$360/month,Townhouse,https://www.zillow.com/homedetails/67300-Rochelle-Rd-Desert-Hot-Springs-CA-92240/18101550_zpid/,Townhouse for sale,"1,742 sqft",1742.0,2 spaces,"$260,000","$1,995/mo","2,445",CA,67300 Rochelle Rd,1981,"$254,222",$106,92240
3,3,Azusa,"1299 N Tam O Shanter Dr, Azusa, CA 91702",$395/month,Townhouse,https://www.zillow.com/homedetails/1299-N-Tam-O-Shanter-Dr-Azusa-CA-91702/21629952_zpid/,Townhouse for sale,7.18 acres,312760.8,2 spaces,"$428,000","$2,450/mo","1,278",CA,1299 N Tam O Shanter Dr,1973,"$433,225",$335,91702
3,2,NewburyPark,"2037 Shoemaker Ln, Newbury Park, CA 91320",$405/month,Townhouse,https://www.zillow.com/homedetails/2037-Shoemaker-Ln-Newbury-Park-CA-91320/2132395896_zpid/,Townhouse for sale,871 sqft,871.0,2 spaces,"$519,000","$2,700/mo","1,532",CA,2037 Shoemaker Ln,1980,"$513,930",$339,91320
3,3,LosAngeles,"16857 San Fernando Mission Blvd UNIT 33, Los Angeles, CA 91344",$350/month,Townhouse,https://www.zillow.com/homedetails/16857-San-Fernando-Mission-Blvd-UNIT-33-Los-Angeles-CA-91344/20147496_zpid/,Townhouse for sale,1.29 acres,56192.4,2 spaces,"$439,900","$2,500/mo","1,373",CA,16857 San Fernando Mission Blvd UNIT 33,1984,"$442,887",$320,91344
2,3,Irvine,"14 Thicket #68, Irvine, CA 92614",$310/month,Townhouse,https://www.zillow.com/homedetails/14-Thicket-68-Irvine-CA-92614/25752353_zpid/,Townhouse for sale,No Data,null,2 spaces,"$599,900","$2,700/mo","1,260",CA,14 Thicket #68,1982,"$596,927",$476,92614
3,3,YubaCity,"750 Lincoln Rd APT 19, Yuba City, CA 95991",$385/month,Townhouse,https://www.zillow.com/homedetails/750-Lincoln-Rd-APT-19-Yuba-City-CA-95991/16084754_zpid/,Townhouse for sale,"1,742 sqft",1742.0,2 spaces,"$219,900","$1,500/mo","1,564",CA,750 Lincoln Rd APT 19,1981,"$215,710",$141,95991
3,3,SantaClarita,"28354 Casselman Ln #390, Santa Clarita, CA 91350",$180/month,Townhouse,https://www.zillow.com/homedetails/28354-Casselman-Ln-390-Santa-Clarita-CA-91350/2080298471_zpid/,Townhouse for sale,2.78 acres,121096.8,2 spaces,"$480,000",null,"1,710",CA,28354 Casselman Ln #390,2005,null,$281,91350
3,3,SanDiego,"4942 Haight Trl, San Diego, CA 92123",$250/month,Townhouse,https://www.zillow.com/homedetails/4942-Haight-Trl-San-Diego-CA-92123/63775306_zpid/,Townhouse for sale,0.71 acres,30927.6,2 spaces,"$590,000","$2,900/mo","1,472",CA,4942 Haight Trl,2005,"$590,915",$401,92123
2,3,Danville,"2206 Myrtle Beach Ln, Danville, CA 94526",$453/month,Townhouse,https://www.zillow.com/homedetails/2206-Myrtle-Beach-Ln-Danville-CA-94526/18459014_zpid/,Townhouse for sale,"3,990 sqft",3990.0,2 spaces,"$990,000",null,"1,539",CA,2206 Myrtle Beach Ln,1978,null,$643,94526
3,4,Northridge,"20131 Livorno Way, Northridge, CA 91326",$170/month,Townhouse,https://www.zillow.com/homedetails/20131-Livorno-Way-Northridge-CA-91326/72652250_zpid/,Townhouse for sale,1.1 acres,47916.0,2 spaces,"$715,000","$3,100/mo","1,563",CA,20131 Livorno Way,2006,"$741,237",$457,91326
