1 Bed,2 Beds,3 Beds,4 Beds,4+ Beds,Availability_check,Bath_Info,Bedroom_Info,City_Rent,Full_Address,Lease_length,Rent_link,Square_Feet,Square_Feet_Data,State_Rent,Studio,Type,Zip_code
,"$2,500",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,500'}]",116 E Camino Real Ave,"Arcadia, CA 91006",,https://www.apartments.com/116-e-camino-real-ave-arcadia-ca/35v16yg/,"1,000","1,000 Sq Ft",Arcadia,,Townhomes,CA
,,"$3,000",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,000'}]",36 Agostino,"Irvine, CA 92614",,https://www.apartments.com/36-agostino-irvine-ca/96nlxx4/,"1,604","1,604 Sq Ft",Irvine,,Townhomes,CA
,"$2,300",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,300'}]",133 W 3rd St,"San Dimas, CA 91773",,https://www.apartments.com/133-w-3rd-st-san-dimas-ca/hgg1zm1/,792,792 Sq Ft,San Dimas,,Townhomes,CA
,"$4,000",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,000'}]",3401 Finley Ave,"Newport Beach, CA 92663",,https://www.apartments.com/3401-finley-ave-newport-beach-ca/7mzrbzy/,"1,500","1,500 Sq Ft",Newport Beach,,Townhomes,CA
,"$2,500",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,500'}]",Newport Beach,"Newport Beach, CA 92625",,https://www.apartments.com/4302-shorecrest-ln-newport-beach-ca/y5f4szt/,950,950 Sq Ft,CA,,Townhomes,92625
,,"$4,250",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,250'}]",Burbank,"1705 Cam De Villas, Burbank, CA 91501",12 Month Lease,https://www.apartments.com/1705-cam-de-villas-burbank-ca/wbv8t5j/,"1,500","1,500 Sq Ft",CA,,Townhomes,91501
,"$3,895",,,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,895'}]",2702 Hillside Dr,"Newport Beach, CA 92660",,https://www.apartments.com/2702-hillside-dr-newport-beach-ca/4yn0qyh/,"1,519","1,519 Sq Ft",Newport Beach,,Townhomes,CA
,,"$4,000",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,000'}]",133 Avenida Florencia,"San Clemente, CA 92672",,https://www.apartments.com/133-avenida-florencia-san-clemente-ca/j0n3nn5/,"1,800","1,800 Sq Ft",San Clemente,,Townhomes,CA
"$1,250",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,250'}]",620 Prospect Ave,"Riverside, CA 92507",,https://www.apartments.com/620-prospect-ave-riverside-ca/st8j9f7/,600,600 Sq Ft,Riverside,,Townhomes,CA
,"$2,695",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,695'}]",135 El Toro Ct,"Morgan Hill, CA 95037",,https://www.apartments.com/135-el-toro-ct-morgan-hill-ca/9ckjgs6/,825,825 Sq Ft,Morgan Hill,,Townhomes,CA
$895,,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$895'}]",242 N Chestnut St,"Lake Elsinore, CA 92530",,https://www.apartments.com/242-n-chestnut-st-lake-elsinore-ca/0fd8vg1/,"1,204","1,204 Sq Ft",Lake Elsinore,,Townhomes,CA
,,"$2,480",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,480'}]",15447 Pomona Rincon Rd,"Chino Hills, CA 91709",,https://www.apartments.com/15447-pomona-rincon-rd-chino-hills-ca/mpwxybk/,"1,399","1,399 Sq Ft",Chino Hills,,Townhomes,CA
,,"$6,000",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$6,000'}]",25300 Dana Point Harbor Dr,"Dana Point, CA 92629",,https://www.apartments.com/25300-dana-point-harbor-dr-dana-point-ca/26cdzmb/,"2,126","2,126 Sq Ft",Dana Point,,Townhomes,CA
,"$1,900",,,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,900'}]",30387 Town Square Dr,"Menifee, CA 92584",,https://www.apartments.com/30387-town-square-dr-menifee-ca/bf27n9c/,"1,330","1,330 Sq Ft",Menifee,,Townhomes,CA
,,"$3,150",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,150'}]",1525 S Euclid St,"Anaheim, CA 92804",,https://www.apartments.com/1525-s-euclid-st-anaheim-ca/y79zcys/,"1,755","1,755 Sq Ft",Anaheim,,Townhomes,CA
,"$3,195",,,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,195'}]",27945 Ridgecove Ct N,"Rancho Palos Verdes, CA 90275",,https://www.apartments.com/27945-ridgecove-ct-n-rancho-palos-verdes-ca/0b9hj11/,"1,183","1,183 Sq Ft",Rancho Palos Verdes,,Townhomes,CA
,"$1,800",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$1,800'}]",8709 S Fir Ave,"Los Angeles, CA 90002",,https://www.apartments.com/8709-s-fir-ave-los-angeles-ca/gc8zdhx/,600,600 Sq Ft,Los Angeles,,Townhomes,CA
,,"$2,325",,,Available Now,4 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,325'}]",12354 Constellation St,"Eastvale, CA 91752",,https://www.apartments.com/12354-constellation-st-eastvale-ca/8p0p6k1/,"1,499","1,499 Sq Ft",Eastvale,,Townhomes,CA
,"$4,800",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,800'}]",702 E Oceanfront,"Newport Beach, CA 92661",,https://www.apartments.com/702-e-oceanfront-newport-beach-ca/b04j6l9/,"1,171","1,171 Sq Ft",Newport Beach,,Townhomes,CA
,,"$2,200",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,200'}]",1968 Provost Ct,"San Bernardino, CA 92407",,https://www.apartments.com/1968-provost-ct-san-bernardino-ca/2q06vhc/,"1,723","1,723 Sq Ft",San Bernardino,,Townhomes,CA
,,"$2,300",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,300'}]",22912 Colombard Ln,"Diamond Bar, CA 91765",,https://www.apartments.com/22912-colombard-ln-diamond-bar-ca/e7ctt8n/,"1,468","1,468 Sq Ft",Diamond Bar,,Townhomes,CA
,"$2,500",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,500'}]",2624 Piedmont Ave,"Glendale, CA 91020",,https://www.apartments.com/2624-piedmont-ave-glendale-ca/yl0y0es/,"1,000","1,000 Sq Ft",Glendale,,Townhomes,CA
,"$2,500",,,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,500'}]",60 Pso Del Sol,"Rancho Santa Margarita, CA 92688",,https://www.apartments.com/60-pso-del-sol-rancho-santa-margarita-ca/ew909pq/,"1,250","1,250 Sq Ft",Rancho Santa Margarita,,Townhomes,CA
,"$4,500",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$4,500'}]",1117 E Seal Way,"Seal Beach, CA 90740",,https://www.apartments.com/1117-e-seal-way-seal-beach-ca/c9efrkf/,"1,200","1,200 Sq Ft",Seal Beach,,Townhomes,CA
,"$2,900",,,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,900'}]",1947 Mt Shasta Dr,"Los Angeles, CA 90732",,https://www.apartments.com/1947-mt-shasta-dr-los-angeles-ca/zltn9vw/,"1,572","1,572 Sq Ft",Los Angeles,,Townhomes,CA
,,"$3,100",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,100'}]",4 Sunstream,"Irvine, CA 92603",,https://www.apartments.com/4-sunstream-irvine-ca/3dg5rff/,"1,525","1,525 Sq Ft",Irvine,,Townhomes,CA
,,,"$2,900",,Available Now,4 BAs,"[{'bedroom_type': '4 Beds', 'price': '$2,900'}]",422 W Rte 66,"Glendora, CA 91740",,https://www.apartments.com/422-w-rte-66-glendora-ca/cj63tcf/,"1,802","1,802 Sq Ft",Glendora,,Townhomes,CA
,,,,"$3,500",Available Now,5 BAs,"[{'bedroom_type': '4+ Beds', 'price': '$3,500'}]",25326 Vermont Ave,"Los Angeles, CA 90710",,https://www.apartments.com/25326-vermont-ave-los-angeles-ca/qkzwz3y/,"1,890","1,890 Sq Ft",Los Angeles,,Townhomes,CA
,"$2,150",,,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,150'}]",7246 Hermosa Ave,"Rancho Cucamonga, CA 91701",,https://www.apartments.com/7246-hermosa-ave-rancho-cucamonga-ca/lg912wg/,"1,218","1,218 Sq Ft",Rancho Cucamonga,,Townhomes,CA
,,"$2,700",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,700'}]",22232 Caminito Arroyo Seco,"Laguna Hills, CA 92653",,https://www.apartments.com/22232-caminito-arroyo-seco-laguna-hills-ca/8ndldn0/,"1,368","1,368 Sq Ft",Laguna Hills,,Townhomes,CA
,"$2,400",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,400'}]",5747 Benner St,"Los Angeles, CA 90042",,https://www.apartments.com/5747-benner-st-los-angeles-ca/s44cjl6/,800,800 Sq Ft,Los Angeles,,Townhomes,CA
,,"$4,200",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,200'}]",1941 Waltonia Dr,"La Crescenta-Montrose, CA 91020",,https://www.apartments.com/1941-waltonia-dr-la-crescenta-montrose-ca/tw3sxk8/,"2,264","2,264 Sq Ft",La Crescenta-Montrose,,Townhomes,CA
"$2,995",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,995'}]",32012 Coast Hwy,"Laguna Beach, CA 92651",,https://www.apartments.com/32012-coast-hwy-laguna-beach-ca/5p73bwq/,"1,000","1,000 Sq Ft",Laguna Beach,,Townhomes,CA
,,,"$3,425",,Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,425'}]",2521 Almeria Ln,"Brea, CA 92821",,https://www.apartments.com/2521-almeria-ln-brea-ca/prhvw3v/,"1,867","1,867 Sq Ft",Brea,,Townhomes,CA
,,"$2,600",,,Available Now,4 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,600'}]",717 S Azusa Ave,"Azusa, CA 91702",,https://www.apartments.com/717-s-azusa-ave-azusa-ca/2mml6zc/,"1,600","1,600 Sq Ft",Azusa,,Townhomes,CA
,,,"$3,100",,Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,100'}]",1940 Mt Shasta Dr,"Los Angeles, CA 90732",,https://www.apartments.com/1940-mt-shasta-dr-los-angeles-ca/wpxqxyh/,"1,595","1,595 Sq Ft",Los Angeles,,Townhomes,CA
,,"$3,550",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,550'}]",310 Alvarado Pl,"Newport Beach, CA 92661",,https://www.apartments.com/310-alvarado-pl-newport-beach-ca/h0hxd13/,"1,150","1,150 Sq Ft",Newport Beach,,Townhomes,CA
,,"$3,400",,,Available Now,4 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,400'}]",170 Fixie,"Irvine, CA 92618",,https://www.apartments.com/170-fixie-irvine-ca/6ysjkrt/,"1,837","1,837 Sq Ft",Irvine,,Townhomes,CA
,,,"$4,300",,Available Now,4 BAs,"[{'bedroom_type': '4 Beds', 'price': '$4,300'}]",114 Unity,"Irvine, CA 92614",,https://www.apartments.com/114-unity-irvine-ca/t5sqdd8/,"1,848","1,848 Sq Ft",Irvine,,Townhomes,CA
,,"$3,150",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,150'}]",1525 S Euclid St,"Anaheim, CA 92804",,https://www.apartments.com/1525-s-euclid-st-anaheim-ca/f6ggbbs/,"1,755","1,755 Sq Ft",Anaheim,,Townhomes,CA
,,"$4,200",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,200'}]",2210 Synergy,"Irvine, CA 92614",,https://www.apartments.com/2210-synergy-irvine-ca/gfg26fx/,"1,414","1,414 Sq Ft",Irvine,,Townhomes,CA
,"$2,700",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,700'}]",956 S Grande Vista Ave,"Los Angeles, CA 90023",,https://www.apartments.com/956-s-grande-vista-ave-los-angeles-ca/g5gcxyy/,"1,172","1,172 Sq Ft",Los Angeles,,Townhomes,CA
,"$2,400",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,400'}]",6667 N Hammond Ave,"Long Beach, CA 90805",,https://www.apartments.com/6667-n-hammond-ave-long-beach-ca/jlc1wr5/,"1,555","1,555 Sq Ft",Long Beach,,Townhomes,CA
"$1,845",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,845'}]",18891 Mora Kai Ln,"Huntington Beach, CA 92646",,https://www.apartments.com/18891-mora-kai-ln-huntington-beach-ca/s1c3ts6/,900,900 Sq Ft,Huntington Beach,,Townhomes,CA
,,"$2,700",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,700'}]",1556 W Katella Ave,"Anaheim, CA 92802",,https://www.apartments.com/1556-w-katella-ave-anaheim-ca/9cr7cd4/,"1,648","1,648 Sq Ft",Anaheim,,Townhomes,CA
,"$2,990",,,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,990'}]",121 Tallowood,"Irvine, CA 92620",,https://www.apartments.com/121-tallowood-irvine-ca/6frmn0t/,"1,171","1,171 Sq Ft",Irvine,,Townhomes,CA
,,,,"$3,250",Available Now,3 BAs,"[{'bedroom_type': '4+ Beds', 'price': '$3,250'}]",136 E 109th St,"Los Angeles, CA 90061",,https://www.apartments.com/136-e-109th-st-los-angeles-ca/7jwbw9w/,"1,850","1,850 Sq Ft",Los Angeles,,Townhomes,CA
,,"$3,150",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,150'}]",1525 S Euclid St,"Anaheim, CA 92804",,https://www.apartments.com/1525-s-euclid-st-anaheim-ca/d8qewvl/,"1,755","1,755 Sq Ft",Anaheim,,Townhomes,CA
,"$4,150",,,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,150'}]",322 5th St,"Huntington Beach, CA 92648",,https://www.apartments.com/322-5th-st-huntington-beach-ca/d9lex3l/,"1,900","1,900 Sq Ft",Huntington Beach,,Townhomes,CA
,,,"$2,700",,Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$2,700'}]",738 W La Jolla St,"Placentia, CA 92870",,https://www.apartments.com/738-w-la-jolla-st-placentia-ca/4nlf0wl/,"1,300","1,300 Sq Ft",Placentia,,Townhomes,CA
,,,"$3,600",,Available Now,4 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,600'}]",222 Capricorn,"Irvine, CA 92618",,https://www.apartments.com/222-capricorn-irvine-ca/167dxw7/,"1,873","1,873 Sq Ft",Irvine,,Townhomes,CA
,"$4,500",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,500'}]",76458 Violet Cir,"Palm Desert, CA 92211",,https://www.apartments.com/76458-violet-cir-palm-desert-ca/gv63s7x/,"1,600","1,600 Sq Ft",Palm Desert,,Townhomes,CA
,,"$2,500",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,500'}]",229 W 70th St,"Los Angeles, CA 90003",,https://www.apartments.com/229-w-70th-st-los-angeles-ca/lkh94nd/,"1,100","1,100 Sq Ft",Los Angeles,,Townhomes,CA
,,"$9,000",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$9,000'}]",1021 Gaviota Dr,"Laguna Beach, CA 92651",,https://www.apartments.com/1021-gaviota-dr-laguna-beach-ca/4494teh/,"1,200","1,200 Sq Ft",Laguna Beach,,Townhomes,CA
,,,"$6,105",,May 1,2½ BAs,"[{'bedroom_type': '4 Beds', 'price': '$6,105'}]",Mountain View,"Mountain View, CA 94043",12 Month Lease,https://www.apartments.com/931-berry-ct-mountain-view-ca/s12q1e7/,"1,960","1,960 Sq Ft",CA,,Townhomes,94043
,,"$4,746",,,May 1,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,746'}]",Mountain View,"Mountain View, CA 94043",12 Month Lease,https://www.apartments.com/330-wescoat-ct-mountain-view-ca/rr25j60/,"1,760","1,760 Sq Ft",CA,,Townhomes,94043
,"$4,995",,,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,995'}]",28330 Rey De Copas Ln,"Malibu, CA 90265",,https://www.apartments.com/28330-rey-de-copas-ln-malibu-ca/e7wmltq/,,,Malibu,,Townhomes,CA
,"$3,850",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,850'}]",11938 Oceanaire Ln,"Malibu, CA 90265",,https://www.apartments.com/11938-oceanaire-ln-malibu-ca/kvdmp1b/,,,Malibu,,Townhomes,CA
"$2,400",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,400'}]",5189 Village Green,"Los Angeles, CA 90016",,https://www.apartments.com/5189-village-green-los-angeles-ca/524v4hm/,,,Los Angeles,,Townhomes,CA
,,"$6,500",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$6,500'}]",11770 Pacific Coast Hwy,"Malibu, CA 90265",,https://www.apartments.com/11770-pacific-coast-hwy-malibu-ca/kke4w5c/,,,Malibu,,Townhomes,CA
"$5,500",,,,,Available Now,2 BAs,"[{'bedroom_type': '1 Bed', 'price': '$5,500'}]",23904 De Ville Way,"Malibu, CA 90265",,https://www.apartments.com/23904-de-ville-way-malibu-ca/99mtzw4/,,,Malibu,,Townhomes,CA
,"$2,750",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,750'}]",54434 Oak-Tree,"La Quinta, CA 92253",,https://www.apartments.com/54434-oak-tree-la-quinta-ca/xgqfgyn/,,,La Quinta,,Townhomes,CA
,"$3,800",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,800'}]",23901 Civic Center Way,"Malibu, CA 90265",,https://www.apartments.com/23901-civic-center-way-malibu-ca/09sgz12/,,,Malibu,,Townhomes,CA
,,"$4,995",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,995'}]",274 Diamond St,"Laguna Beach, CA 92651",,https://www.apartments.com/274-diamond-st-laguna-beach-ca/y9n1m4v/,,,Laguna Beach,,Townhomes,CA
,,"$8,000",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$8,000'}]",29680 Zuma Bay Way,"Malibu, CA 90265",,https://www.apartments.com/29680-zuma-bay-way-malibu-ca/1ljhy46/,,,Malibu,,Townhomes,CA
"$3,000",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$3,000'}]",22669 Pacific Coast Hwy,"Malibu, CA 90265",,https://www.apartments.com/22669-pacific-coast-hwy-malibu-ca/95k0sx7/,,,Malibu,,Townhomes,CA
,"$5,950",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$5,950'}]",23916 De Ville Way,"Malibu, CA 90265",,https://www.apartments.com/23916-de-ville-way-malibu-ca/xft1cvq/,,,Malibu,,Townhomes,CA
,,,,"$3,500",Available Now,3 BAs,"[{'bedroom_type': '4+ Beds', 'price': '$3,500'}]",26568 Oakdale Canyon Ln,"Canyon Country, CA 91387",,https://www.apartments.com/26568-oakdale-canyon-ln-canyon-country-ca/r6tx7d1/,,,Canyon Country,,Townhomes,CA
,,"$5,500",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$5,500'}]",28186 Rey De Copas Ln,"Malibu, CA 90265",,https://www.apartments.com/28186-rey-de-copas-ln-malibu-ca/680fjct/,,,Malibu,,Townhomes,CA
"$6,000",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$6,000'}]",22609 Pacific Coast Hwy,"Malibu, CA 90265",,https://www.apartments.com/22609-pacific-coast-hwy-malibu-ca/43f6mpk/,,,Malibu,,Townhomes,CA
,,"$6,500",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$6,500'}]",6787 Las Olas Way,"Malibu, CA 90265",,https://www.apartments.com/6787-las-olas-way-malibu-ca/spmxze6/,,,Malibu,,Townhomes,CA
,,"$5,800",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$5,800'}]",6775 Las Olas Way,"Malibu, CA 90265",,https://www.apartments.com/6775-las-olas-way-malibu-ca/2qvmsj8/,,,Malibu,,Townhomes,CA
,"$4,650",,,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,650'}]",17134 Palisades Cir,"Los Angeles, CA 90272",,https://www.apartments.com/17134-palisades-cir-los-angeles-ca/gesjlzy/,,,Los Angeles,,Townhomes,CA
"$2,995",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,995'}]",22860 Pacific Coast Hwy,"Malibu, CA 90265",,https://www.apartments.com/22860-pacific-coast-hwy-malibu-ca/pgq9l7r/,,,Malibu,,Townhomes,CA
,"$3,750",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,750'}]",23901 Civic Center Way,"Malibu, CA 90265",,https://www.apartments.com/23901-civic-center-way-malibu-ca/5hxlycq/,,,Malibu,,Townhomes,CA
,"$2,450",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,450'}]",1149 N Westmoreland Ave,"Los Angeles, CA 90029",,https://www.apartments.com/1149-n-westmoreland-ave-los-angeles-ca/qgzf3jz/,,,Los Angeles,,Townhomes,CA
,,"$6,500",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$6,500'}]",6457 Zuma View Pl,"Malibu, CA 90265",,https://www.apartments.com/6457-zuma-view-pl-malibu-ca/r1bj191/,,,Malibu,,Townhomes,CA
,,"$6,200",,,Available Now,4 BAs,"[{'bedroom_type': '3 Beds', 'price': '$6,200'}]",1604 Michael Ln,"Los Angeles, CA 90272",,https://www.apartments.com/1604-michael-ln-los-angeles-ca/lk91vke/,,,Los Angeles,,Townhomes,CA
"$5,850",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$5,850'}]",833 Americana Way,"Glendale, CA 91210",,https://www.apartments.com/833-americana-way-glendale-ca/hnxs5e2/,,,Glendale,,Townhomes,CA
,,"$6,700",,,Available Now,4 BAs,"[{'bedroom_type': '3 Beds', 'price': '$6,700'}]",922 N W Knoll Dr,"West Hollywood, CA 90069",,https://www.apartments.com/922-n-w-knoll-dr-west-hollywood-ca/1ltr5x7/,,,West Hollywood,,Townhomes,CA
,"$1,895",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$1,895'}]",1867 Ocean Ave,"Ventura, CA 93001",,https://www.apartments.com/1867-ocean-ave-ventura-ca/vbnf44e/,,,Ventura,,Townhomes,CA
,"$5,000",,,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$5,000'}]",2612 Corralitas Dr,"Los Angeles, CA 90039",,https://www.apartments.com/2612-corralitas-dr-los-angeles-ca/kxptmw9/,,,Los Angeles,,Townhomes,CA
,,"$5,000",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$5,000'}]",25272 Bentley,"Laguna Hills, CA 92653",,https://www.apartments.com/25272-bentley-laguna-hills-ca/89jzm11/,,,Laguna Hills,,Townhomes,CA
,"$1,900",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$1,900'}]",619 S Soto St,"Los Angeles, CA 90023",,https://www.apartments.com/619-s-soto-st-los-angeles-ca/05s9532/,,,Los Angeles,,Townhomes,CA
,,"$4,000",,,Available Now,4 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,000'}]",158 Terrapin,"Irvine, CA 92618",,https://www.apartments.com/158-terrapin-irvine-ca/gb8p63w/,,,Irvine,,Townhomes,CA
"$3,300",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$3,300'}]",26664 Seagull Way,"Malibu, CA 90265",,https://www.apartments.com/26664-seagull-way-malibu-ca/6ngxncr/,,,Malibu,,Townhomes,CA
,,"$3,000",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,000'}]",27654 Burgundy Crossing Ln,"Santa Clarita, CA 91351",,https://www.apartments.com/27654-burgundy-crossing-ln-santa-clarita-ca/x6t4kfq/,,,Santa Clarita,,Townhomes,CA
,"$7,800",,,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$7,800'}]",649 Huntley Dr,"West Hollywood, CA 90069",,https://www.apartments.com/649-huntley-dr-west-hollywood-ca/5k0yy0m/,,,West Hollywood,,Townhomes,CA
,"$2,995",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,995'}]",4320 Finley Ave,"Los Angeles, CA 90027",,https://www.apartments.com/4320-finley-ave-los-angeles-ca/f75qd9r/,,,Los Angeles,,Townhomes,CA
,"$18,500",,,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$18,500'}]",3509 Ocean Front Walk,"Marina del Rey, CA 90292",,https://www.apartments.com/3509-ocean-front-walk-marina-del-rey-ca/0jjjlj2/,,,Marina del Rey,,Townhomes,CA
,"$2,100",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,100'}]",1517 Winona Blvd,"Los Angeles, CA 90027",,https://www.apartments.com/1517-winona-blvd-los-angeles-ca/8dt9hl0/,,,Los Angeles,,Townhomes,CA
,,"$4,400",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,400'}]",118 S Avenue 50 Ave,"LOS ANGELES, CA 90042",,https://www.apartments.com/118-s-avenue-50-ave-los-angeles-ca/874xym2/,,,LOS ANGELES,,Townhomes,CA
,,"$3,595",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,595'}]",288 Lola Ave,"Pasadena, CA 91107",,https://www.apartments.com/288-lola-ave-pasadena-ca/qcgf7jw/,,,Pasadena,,Townhomes,CA
,"$5,800",,,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$5,800'}]",6435 Zumirez Dr,"Malibu, CA 90265",,https://www.apartments.com/6435-zumirez-dr-malibu-ca/yfybq1t/,,,Malibu,,Townhomes,CA
,"$3,750",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,750'}]",28304 Rey De Copas Ln,"Malibu, CA 90265",,https://www.apartments.com/28304-rey-de-copas-ln-malibu-ca/6q1p53v/,,,Malibu,,Townhomes,CA
,"$5,500",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$5,500'}]",6762 Las Olas Way,"Malibu, CA 90265",,https://www.apartments.com/6762-las-olas-way-malibu-ca/0v34ee2/,,,Malibu,,Townhomes,CA
,,"$5,000",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$5,000'}]",28266 Rey De Copas Ln,"Malibu, CA 90265",,https://www.apartments.com/28266-rey-de-copas-ln-malibu-ca/etv1bwp/,,,Malibu,,Townhomes,CA
,,"$10,750",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$10,750'}]",29700 Zuma Bay Way,"Malibu, CA 90265",,https://www.apartments.com/29700-zuma-bay-way-malibu-ca/ywv3ndr/,,,Malibu,,Townhomes,CA
