Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
"$800,000","4071 Sandton Ln, San Diego, CA 92105",4071 Sandton Ln,SanDiego,CA,92105,3,3,"1,494",null,null,Condo,2007,"Garage - Attached, Garage - Detached",$295 monthly,"$695,500","$3,199/mo",$535,https://www.zillow.com/homedetails/4071-Sandton-Ln-San-Diego-CA-92105/2122580502_zpid/
"$328,000","83 Duboce Ave #B, San Francisco, CA 94103",83 Duboce Ave #B,SanFrancisco,CA,94103,Studio,1,423,null,null,Condo,1981,None,$551 monthly,null,null,$775,https://www.zillow.com/homedetails/83-Duboce-Ave-B-San-Francisco-CA-94103/2086678442_zpid/
"$23,900","Aguanga Rd, Aguanga, CA 92536",Aguanga Rd,Aguanga,CA,92536,--,--,--,null,null,Unknown,No Data,0 spaces,null,null,null,null,https://www.zillow.com/homedetails/Aguanga-Rd-Aguanga-CA-92536/2075401245_zpid/
"$582,000","803 Canyon Blvd #76, Mammoth Lakes, CA 93546",803 Canyon Blvd #76,MammothLakes,CA,93546,2,2,991,null,null,Condo,1971,2 Parking spaces,$544 monthly,"$557,000","$2,300/mo",$587,https://www.zillow.com/homedetails/803-Canyon-Blvd-76-Mammoth-Lakes-CA-93546/95729324_zpid/
"$225,000","2345 S Cherokee Way UNIT 115, Palm Springs, CA 92264",2345 S Cherokee Way UNIT 115,PalmSprings,CA,92264,2,3,"1,225",null,null,Condo,1986,1 Parking space,$541 monthly,"$230,212","$2,300/mo",$184,https://www.zillow.com/homedetails/2345-S-Cherokee-Way-UNIT-115-Palm-Springs-CA-92264/17747637_zpid/
"$425,000","1311 Drake Dr #D, Davis, CA 95616",1311 Drake Dr #D,Davis,CA,95616,3,2,"1,050",null,null,Condo,1979,2 Parking spaces,$351 monthly,"$767,700","$2,275/mo",$405,https://www.zillow.com/homedetails/1311-Drake-Dr-D-Davis-CA-95616/2086543421_zpid/
"$75,000","3840 W Jacinto View Rd APT C, Banning, CA 92220",3840 W Jacinto View Rd APT C,Banning,CA,92220,1,1,594,null,null,Condo,1991,1 Parking space,$195 monthly,"$89,600","$1,584/mo",$126,https://www.zillow.com/homedetails/3840-W-Jacinto-View-Rd-APT-C-Banning-CA-92220/18035855_zpid/
"$489,950","76897 Morocco Rd, Palm Desert, CA 92211",76897 Morocco Rd,PalmDesert,CA,92211,3,3,"1,704",null,null,Condo,1989,2 Parking spaces,$659 monthly,"$412,200","$3,499/mo",$288,https://www.zillow.com/homedetails/76897-Morocco-Rd-Palm-Desert-CA-92211/18094283_zpid/
"$749,000","37 Bellevue, Irvine, CA 92602",37 Bellevue,Irvine,CA,92602,2,2,"1,277",null,null,Condo,1999,2 Parking spaces,$270 monthly,"$668,000","$2,913/mo",$587,https://www.zillow.com/homedetails/37-Bellevue-Irvine-CA-92602/54979315_zpid/
"$1,006,980","37617 Salt Grass Rd, Newark, CA 94560",37617 Salt Grass Rd,Newark,CA,94560,3,2,"1,831",null,null,Condo,No Data,2 Parking spaces,null,null,null,$550,https://www.zillow.com/homedetails/37617-Salt-Grass-Rd-Newark-CA-94560/2069122851_zpid/
