Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
"$549,900","144 Clearbrook #19, Irvine, CA 92614",144 Clearbrook #19,Irvine,CA,92614,2,2,970,null,null,MultiFamily,1980,1 Carport space,$432 monthly,"$572,200","$2,400/mo",$567,https://www.zillow.com/homedetails/144-Clearbrook-19-Irvine-CA-92614/25752045_zpid/
"$562,900","28212 Sorrento UNIT 90, Laguna Niguel, CA 92677",28212 Sorrento UNIT 90,LagunaNiguel,CA,92677,3,2,"1,171",null,null,MultiFamily,1984,1 Garage space,$452 monthly,"$576,300","$2,765/mo",$481,https://www.zillow.com/homedetails/28212-Sorrento-UNIT-90-Laguna-Niguel-CA-92677/25761249_zpid/
"$650,000","852 Lakeview Ave, South Lake Tahoe, CA 96150",852 Lakeview Ave,SouthLakeTahoe,CA,96150,9,6,"3,016","8,276 sqft",8276.0,Quadruplex,1939,4 Parking spaces,null,"$650,000","$3,869/mo",$216,https://www.zillow.com/homedetails/852-Lakeview-Ave-South-Lake-Tahoe-CA-96150/83901779_zpid/
"$300,000","2045 S 5th St, Fresno, CA 93702",2045 S 5th St,Fresno,CA,93702,4,2,"1,800","6,351 sqft",6351.0,MultiFamily,1960,2 Parking spaces,null,"$304,545","$1,814/mo",$167,https://www.zillow.com/homedetails/2045-S-5th-St-Fresno-CA-93702/2110718807_zpid/
"$299,000","1269 Citrus Ave, Chico, CA 95926",1269 Citrus Ave,Chico,CA,95926,3,3,"1,710","9,583 sqft",9583.0,MultiFamily,1905,4 Parking spaces,null,"$308,010","$2,011/mo",$175,https://www.zillow.com/homedetails/1269-Citrus-Ave-Chico-CA-95926/18214172_zpid/
"$550,000","475 Wyoming St, Pasadena, CA 91103",475 Wyoming St,Pasadena,CA,91103,--,--,--,"8,251 sqft",8251.0,Multi Family,1910,Driveway,null,"$610,500","$3,899/mo",null,https://www.zillow.com/homedetails/475-Wyoming-St-Pasadena-CA-91103/20907787_zpid/
"$1,395,000","27 Crescent Ave, Sausalito, CA 94965",27 Crescent Ave,Sausalito,CA,94965,3,2,"1,552","6,651 sqft",6651.0,Duplex,1949,1 Open Parking space,null,null,null,$899,https://www.zillow.com/homedetails/27-Crescent-Ave-Sausalito-CA-94965/2072146712_zpid/
"$495,000","3969 Becky Ct, Carmichael, CA 95608",3969 Becky Ct,Carmichael,CA,95608,4,2,"1,764",0.31 Acres,13503.6,Duplex,1963,2 Attached Garage spaces,null,"$504,400","$1,813/mo",$281,https://www.zillow.com/homedetails/3969-Becky-Ct-Carmichael-CA-95608/26069062_zpid/
"$345,000","3546 Treleaven Ct, Antelope, CA 95843",3546 Treleaven Ct,Antelope,CA,95843,2,2,940,"4,077 sqft",4077.0,MultiFamily,1981,2 Covered Parking spaces,null,"$373,138","$1,550/mo",$367,https://www.zillow.com/homedetails/3546-Treleaven-Ct-Antelope-CA-95843/25963525_zpid/
"$628,000","300 Calmace Dr, Dixon, CA 95620",300 Calmace Dr,Dixon,CA,95620,5,3,"2,091","7,876 sqft",7876.0,Duplex,1969,2 Open Parking spaces,null,null,null,$300,https://www.zillow.com/homedetails/300-Calmace-Dr-Dixon-CA-95620/2069303482_zpid/
"$329,000","27734 Copco Rd, Montague, CA 96064",27734 Copco Rd,Montague,CA,96064,--,2.5,"3,500",0.57 Acres,24829.2,MultiFamily,No Data,6 Parking spaces,null,null,null,$94,https://www.zillow.com/homedetails/27734-Copco-Rd-Montague-CA-96064/2079038537_zpid/
"$2,300,000","835 Palomino Dr, Pleasanton, CA 94566",835 Palomino Dr,Pleasanton,CA,94566,8,6,"4,514","10,413 sqft",10413.0,Quadruplex,1968,4 Parking spaces,null,"$2,429,700","$3,258/mo",$510,https://www.zillow.com/homedetails/835-Palomino-Dr-Pleasanton-CA-94566/25076917_zpid/
"$1,495,000","1509 Benton St, Alameda, CA 94501",1509 Benton St,Alameda,CA,94501,4,3,"2,234","7,500 sqft",7500.0,DUPLEX,1892,2 Parking spaces,null,"$1,546,200","$3,845/mo",$669,https://www.zillow.com/homedetails/1509-Benton-St-Alameda-CA-94501/24862082_zpid/
"$598,888","16249 4th St, Guerneville, CA 95446",16249 4th St,Guerneville,CA,95446,3,2,"2,050","2,701 sqft",2701.0,Duplex,1945,1 Open Parking space,null,"$610,000","$3,428/mo",$292,https://www.zillow.com/homedetails/16249-4th-St-Guerneville-CA-95446/15809418_zpid/
"$750,000","3634-36 46th St, San Diego, CA 92105",3634-36 46th St,SanDiego,CA,92105,5,3,"1,886",null,null,Res Income 2-4 Units,1972,4 Garage spaces,null,null,null,$398,https://www.zillow.com/homedetails/3634-36-46th-St-San-Diego-CA-92105/295356595_zpid/
"$415,000","2642 Decker Way, West Sacramento, CA 95691",2642 Decker Way,WestSacramento,CA,95691,3,3,"1,240","3,310 sqft",3310.0,MultiFamily,1990,2 Covered Parking spaces,$287 monthly,"$415,001","$2,499/mo",$335,https://www.zillow.com/homedetails/2642-Decker-Way-West-Sacramento-CA-95691/16530943_zpid/
"$585,000","1812 W Rumble Rd, Modesto, CA 95350",1812 W Rumble Rd,Modesto,CA,95350,--,--,"1,984","6,120 sqft",6120.0,Duplex,1973,1 Garage space,null,null,null,$295,https://www.zillow.com/homedetails/1812-W-Rumble-Rd-Modesto-CA-95350/300255577_zpid/
"$1,695,000","401 Meek Ave, Hayward, CA 94541",401 Meek Ave,Hayward,CA,94541,8,6,"4,144",0.55 Acres,23958.0,Quadruplex,1965,10 Carport spaces,null,"$1,572,500","$4,140/mo",$409,https://www.zillow.com/homedetails/401-Meek-Ave-Hayward-CA-94541/24974861_zpid/
"$2,095,000","648-652 S Van Ness Ave, San Francisco, CA 94110",648-652 S Van Ness Ave,SanFrancisco,CA,94110,6,1,"4,275","3,062 sqft",3062.0,Triplex,1911,3 Parking spaces,null,"$2,382,700","$4,258/mo",$490,https://www.zillow.com/homedetails/648-652-S-Van-Ness-Ave-San-Francisco-CA-94110/332859298_zpid/
"$989,000","1823 1/4 1/2 Echo Park Ave, Los Angeles, CA 90026",1823 1/4 1/2 Echo Park Ave,LosAngeles,CA,90026,--,--,--,"3,929 sqft",3929.0,Multi Family,1928,2 Garage spaces,null,null,null,null,https://www.zillow.com/homedetails/1823-1-4-1-2-Echo-Park-Ave-Los-Angeles-CA-90026/2069205525_zpid/
"$699,000","1220 E 89th St, Los Angeles, CA 90002",1220 E 89th St,LosAngeles,CA,90002,--,--,"1,494","5,027 sqft",5027.0,Multi Family,1947,No Data,null,"$767,900","$2,966/mo",$468,https://www.zillow.com/homedetails/1220-E-89th-St-Los-Angeles-CA-90002/20953881_zpid/
"$949,000","970 Stanford Ave, Oakland, CA 94608",970 Stanford Ave,Oakland,CA,94608,6,4,"2,144","3,000 sqft",3000.0,DUPLEX,1898,2 Parking spaces,null,null,null,$443,https://www.zillow.com/homedetails/970-Stanford-Ave-Oakland-CA-94608/24754910_zpid/
