Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
"$695,000","5459 Lemon Ave, Long Beach, CA 90805",5459 Lemon Ave,LongBeach,CA,90805,--,--,"1,320","4,529 sqft",4529.0,Duplex,1939,2 Garage spaces,null,"$713,500","$3,200/mo",$527,https://www.zillow.com/homedetails/5459-Lemon-Ave-Long-Beach-CA-90805/21153213_zpid/
"$450,000","12054 223rd St, Hawaiian Gardens, CA 90716",12054 223rd St,HawaiianGardens,CA,90716,--,--,816,"2,488 sqft",2488.0,Multi Family,1954,2 Carport spaces,null,"$471,800","$2,028/mo",$551,https://www.zillow.com/homedetails/12054-223rd-St-Hawaiian-Gardens-CA-90716/21135312_zpid/
"$1,875,000","10835 Jefferson Blvd, Culver City, CA 90230",10835 Jefferson Blvd,CulverCity,CA,90230,--,--,--,"4,999 sqft",4999.0,Multi Family,1944,Carport,null,"$1,639,900","$6,349/mo",null,https://www.zillow.com/homedetails/10835-Jefferson-Blvd-Culver-City-CA-90230/20434319_zpid/
"$1,195,000","4151 Corte De La Siena, San Diego, CA 92130",4151 Corte De La Siena,SanDiego,CA,92130,4,2,"1,716","7,867 sqft",7867.0,Twinhome,1988,2 Attached Garage spaces,null,"$1,288,200","$4,195/mo",$696,https://www.zillow.com/homedetails/4151-Corte-De-La-Siena-San-Diego-CA-92130/16777039_zpid/
"$1,249,000","1109 Wanda St, Crockett, CA 94525",1109 Wanda St,Crockett,CA,94525,14,4,"6,300","8,000 sqft",8000.0,Quadruplex,1898,Other,null,null,null,$198,https://www.zillow.com/homedetails/1109-Wanda-St-Crockett-CA-94525/2069388334_zpid/
"$1,300,000","128 E 46th St, Los Angeles, CA 90011",128 E 46th St,LosAngeles,CA,90011,7,5,"2,558","7,250 sqft",7250.0,Triplex,1922,No Data,null,"$625,500","$2,969/mo",$508,https://www.zillow.com/homedetails/128-E-46th-St-Los-Angeles-CA-90011/20616460_zpid/
"$445,000","1208 W 8th Ave, Chico, CA 95926",1208 W 8th Ave,Chico,CA,95926,--,--,"2,200",0.28 Acres,12196.8,Multi Family,1985,No Data,null,"$445,000","$2,391/mo",$202,https://www.zillow.com/homedetails/1208-W-8th-Ave-Chico-CA-95926/65802031_zpid/
"$1,588,000","1612-1614 Kirkham St, San Francisco, CA 94122",1612-1614 Kirkham St,SanFrancisco,CA,94122,4,2,"1,750","1,624 sqft",1624.0,Duplex,1944,2 Garage spaces,null,"$1,866,100","$3,677/mo",$907,https://www.zillow.com/homedetails/1612-1614-Kirkham-St-San-Francisco-CA-94122/332857293_zpid/
"$1,700,000","11311 Bryant Rd, El Monte, CA 91732",11311 Bryant Rd,ElMonte,CA,91732,--,--,"3,707",0.47 Acres,20473.2,Multi Family,1934,No Data,null,"$1,052,600","$3,300/mo",$459,https://www.zillow.com/homedetails/11311-Bryant-Rd-El-Monte-CA-91732/21608630_zpid/
"$665,000","3958 Genevieve St, San Bernardino, CA 92405",3958 Genevieve St,SanBernardino,CA,92405,--,--,"13,706",0.31 Acres,13503.6,Multi Family,2000,5 Garage spaces,null,null,null,$49,https://www.zillow.com/homedetails/3958-Genevieve-St-San-Bernardino-CA-92405/17244728_zpid/
"$5,999,000","528 The Strand, Hermosa Beach, CA 90254",528 The Strand,HermosaBeach,CA,90254,4,4,"2,300","2,393 sqft",2393.0,Triplex,1953,3 Attached Garage spaces,null,"$5,819,000","$22,047/mo","$2,608",https://www.zillow.com/homedetails/528-The-Strand-Hermosa-Beach-CA-90254/20427984_zpid/
"$419,000","6710 Fields Landing Dr, Fields Landing, CA 95537",6710 Fields Landing Dr,FieldsLanding,CA,95537,--,6,"5,460","3,920 sqftLot size dimensions",null,Multi Family,1948,No Garage,null,"$412,100",$874/mo,$77,https://www.zillow.com/homedetails/6710-Fields-Landing-Dr-Fields-Landing-CA-95537/300283300_zpid/
"$538,000","1622 Monterey St, Richmond, CA 94804",1622 Monterey St,Richmond,CA,94804,2,2,"1,250","4,900 sqft",4900.0,DUPLEX,1944,Street Parking,null,"$538,800","$2,500/mo",$430,https://www.zillow.com/homedetails/1622-Monterey-St-Richmond-CA-94804/2092005739_zpid/
"$897,000","1049 44th Ave, Oakland, CA 94601",1049 44th Ave,Oakland,CA,94601,5,5,"2,932","6,251 sqft",6251.0,Quadruplex,0,3 Open Parking spaces,null,null,null,$306,https://www.zillow.com/homedetails/1049-44th-Ave-Oakland-CA-94601/24780427_zpid/
"$749,000","2600 Sacramento St, Berkeley, CA 94702",2600 Sacramento St,Berkeley,CA,94702,2,2,"1,282","2,440 sqft",2440.0,2 Houses on 1 Lot,1932,2 Garage spaces,null,"$805,000","$3,658/mo",$584,https://www.zillow.com/homedetails/2600-Sacramento-St-Berkeley-CA-94702/299072911_zpid/
