Bath,Bed,City,Full_address,HOA,House_type,House_website,Listing_type,Lot,Lot_conversion_to_sqft,Parking,Price,Rent_zestimate,Square_Feet,State,Street,Year_build,Zestimate,Zillow_price/sqft,Zip_code
3,5,CaliforniaCity,"20552 Verde Vista Pkwy, California City, CA 93505",null,Single Family,https://www.zillow.com/homedetails/20552-Verde-Vista-Pkwy-California-City-CA-93505/94689031_zpid/,House for sale,"7,405 sqft",7405.0,2 spaces,"$259,900","$1,500/mo","2,411",CA,20552 Verde Vista Pkwy,2009,"$257,556",$108,93505
2,4,Palmdale,"3105 Paxton Ave, Palmdale, CA 93551",null,Single Family,https://www.zillow.com/homedetails/3105-Paxton-Ave-Palmdale-CA-93551/20240791_zpid/,House for sale,"6,534 sqft",6534.0,2 spaces,"$343,000","$1,995/mo","1,562",CA,3105 Paxton Ave,1989,"$341,744",$220,93551
2,3,Lancaster,"2315 W Avenue K10, Lancaster, CA 93536",None,Single Family,https://www.zillow.com/homedetails/2315-W-Avenue-K10-Lancaster-CA-93536/20282493_zpid/,House for sale,"6,612 sqft",6612.0,2 spaces,"$314,700","$1,986/mo","1,433",CA,2315 W Avenue K10,1989,"$310,986",$220,93536
3,4,ChulaVista,"130 Marigold Pl, Chula Vista, CA 91910",$135/month,Single Family,https://www.zillow.com/homedetails/130-Marigold-Pl-Chula-Vista-CA-91910/17106211_zpid/,House for sale,"7,122 sqft",7122.0,3 spaces,"$670,900","$3,400/mo","2,344",CA,130 Marigold Pl,1982,"$672,733",$286,91910
2,4,Hesperia,"16529 Mission St, Hesperia, CA 92345",None,Single Family,https://www.zillow.com/homedetails/16529-Mission-St-Hesperia-CA-92345/17448354_zpid/,House for sale,0.44 acres,19166.4,2 spaces,"$269,900","$1,650/mo","1,978",CA,16529 Mission St,1959,"$269,901",$136,92345
3,4,Riverside,"265 Cottonwood Ave, Riverside, CA 92506",None,Single Family,https://www.zillow.com/homedetails/265-Cottonwood-Ave-Riverside-CA-92506/17880396_zpid/,House for sale,0.28 acres,12196.8,3 spaces,"$499,500","$2,506/mo","2,272",CA,265 Cottonwood Ave,1988,"$522,580",$220,92506
3,3,Indio,"37849 Grantham St, Indio, CA 92203",$140/month,Single Family,https://www.zillow.com/homedetails/37849-Grantham-St-Indio-CA-92203/69289614_zpid/,House for sale,"8,276 sqft",8276.0,3 spaces,"$319,000","$2,295/mo","1,954",CA,37849 Grantham St,2006,"$314,487",$163,92203
2,4,SanDiego,"3216 Okeefe St, San Diego, CA 92173",None,Single Family,https://www.zillow.com/homedetails/3216-Okeefe-St-San-Diego-CA-92173/17189076_zpid/,House for sale,"5,301 sqft",5301.0,2 spaces,"$499,900","$2,595/mo","1,431",CA,3216 Okeefe St,2000,"$505,287",$349,92173
2,4,Lancaster,"44330 Heaton Ave, Lancaster, CA 93534",null,Single Family,https://www.zillow.com/homedetails/44330-Heaton-Ave-Lancaster-CA-93534/20292726_zpid/,House for sale,"6,098 sqft",6098.0,1 space,"$244,800","$1,900/mo","1,532",CA,44330 Heaton Ave,1953,"$245,042",$160,93534
2,4,Yucaipa,"34977 Avenue C, Yucaipa, CA 92399",None,Single Family,https://www.zillow.com/homedetails/34977-Avenue-C-Yucaipa-CA-92399/17396789_zpid/,House for sale,"7,501 sqft",7501.0,2 spaces,"$284,900","$1,795/mo","1,102",CA,34977 Avenue C,1950,"$284,901",$259,92399
3,4,Victorville,"15884 Desert Candle Ln, Victorville, CA 92394",$50/month,Single Family,https://www.zillow.com/homedetails/15884-Desert-Candle-Ln-Victorville-CA-92394/82920994_zpid/,Foreclosure,"10,372 sqft",10372.0,Attached Garage,"$230,000","$1,950/mo","2,607",CA,15884 Desert Candle Ln,2007,"$308,023",$88,92394
2,3,Indio,"47759 Del Norte Ct, Indio, CA 92201",$200/month,Single Family,https://www.zillow.com/homedetails/47759-Del-Norte-Ct-Indio-CA-92201/18068854_zpid/,House for sale,"5,662 sqft",5662.0,2 spaces,"$179,900","$1,895/mo","2,010",CA,47759 Del Norte Ct,1984,"$176,245",$90,92201
2,4,Lancaster,"40946 172nd St E, Lancaster, CA 93535",None,Single Family,https://www.zillow.com/homedetails/40946-172nd-St-E-Lancaster-CA-93535/20274115_zpid/,House for sale,0.67 acres,29185.2,2 spaces,"$199,000","$1,900/mo","1,384",CA,40946 172nd St E,1979,"$199,001",$144,93535
2,3,TwentyninePalms,"5770 Allen Ave, Twentynine Palms, CA 92277",null,Single Family,https://www.zillow.com/homedetails/5770-Allen-Ave-Twentynine-Palms-CA-92277/17506241_zpid/,House for sale,5 acres,217800.0,Attached Garage,"$100,000","$1,000/mo","1,240",CA,5770 Allen Ave,1962,"$99,949",$81,92277
2,3,FairOaks,"8779 Blinman Way, Fair Oaks, CA 95628",None,Single Family,https://www.zillow.com/homedetails/8779-Blinman-Way-Fair-Oaks-CA-95628/26061387_zpid/,House for sale,"10,018 sqft",10018.0,2 spaces,"$350,000","$1,695/mo","1,032",CA,8779 Blinman Way,1960,"$357,155",$339,95628
4,6,AppleValley,"19140 Kinai Rd, Apple Valley, CA 92307",None,Single Family,https://www.zillow.com/homedetails/19140-Kinai-Rd-Apple-Valley-CA-92307/17479729_zpid/,House for sale,0.64 acres,27878.4,2 spaces,"$527,000","$2,200/mo","3,582",CA,19140 Kinai Rd,1979,"$460,790",$147,92307
6,4,LosAngeles,"727 N Beverly Glen Blvd, Los Angeles, CA 90077",null,Single Family,https://www.zillow.com/homedetails/727-N-Beverly-Glen-Blvd-Los-Angeles-CA-90077/20526950_zpid/,House for sale,0.6 acres,26136.0,4 spaces,"$5,495,000","$17,500/mo","4,373",CA,727 N Beverly Glen Blvd,1949,"$5,421,379","$1,257",90077
2,3,Placerville,"2509 Prado Vis, Placerville, CA 95667",None,Single Family,https://www.zillow.com/homedetails/2509-Prado-Vis-Placerville-CA-95667/18624536_zpid/,House for sale,1.02 acres,44431.2,2 spaces,"$375,000","$1,950/mo","1,344",CA,2509 Prado Vis,1984,"$353,424",$279,95667
2,3,Murrieta,"37536 Needlegrass Rd, Murrieta, CA 92563",$40/month,Single Family,https://www.zillow.com/homedetails/37536-Needlegrass-Rd-Murrieta-CA-92563/122419229_zpid/,House for sale,"6,969 sqft",6969.0,2 spaces,"$443,900","$2,400/mo","1,940",CA,37536 Needlegrass Rd,2015,"$443,902",$229,92563
3,6,Menifee,"33174 Iolite St, Menifee, CA 92584",None,Single Family,https://www.zillow.com/homedetails/33174-Iolite-St-Menifee-CA-92584/63062443_zpid/,House for sale,"9,583 sqft",9583.0,2 spaces,"$499,000","$2,500/mo","3,192",CA,33174 Iolite St,2004,"$489,215",$156,92584
1,3,Ontario,"1712 S Pleasant Ave, Ontario, CA 91761",None,Single Family,https://www.zillow.com/homedetails/1712-S-Pleasant-Ave-Ontario-CA-91761/17582465_zpid/,House for sale,"5,998 sqft",5998.0,2 spaces,"$405,000","$2,000/mo","1,086",CA,1712 S Pleasant Ave,1952,"$410,032",$373,91761
2,4,Antelope,"8118 Otium Way, Antelope, CA 95843",None,Single Family,https://www.zillow.com/homedetails/8118-Otium-Way-Antelope-CA-95843/25969115_zpid/,House for sale,"4,138 sqft",4138.0,2 spaces,"$370,000","$1,900/mo","1,451",CA,8118 Otium Way,1991,"$378,461",$255,95843
3,4,LakeElsinore,"29 Corte Lateuza, Lake Elsinore, CA 92532",$167/month,Single Family,https://www.zillow.com/homedetails/29-Corte-Lateuza-Lake-Elsinore-CA-92532/17936873_zpid/,House for sale,0.6 acres,26136.0,3 spaces,"$419,900","$2,300/mo","2,735",CA,29 Corte Lateuza,1995,"$415,589",$154,92532
2,4,Lancaster,"45711 Palm Ln, Lancaster, CA 93535",None,Single Family,https://www.zillow.com/homedetails/45711-Palm-Ln-Lancaster-CA-93535/114418103_zpid/,Foreclosure,"7,548 sqft",7548.0,2 spaces,"$277,500","$1,900/mo","1,716",CA,45711 Palm Ln,2007,"$277,500",$162,93535
2,5,Oroville,"1898 Mountain Vista Dr, Oroville, CA 95965",None,Single Family,https://www.zillow.com/homedetails/1898-Mountain-Vista-Dr-Oroville-CA-95965/95389872_zpid/,House for sale,"10,018 sqft",10018.0,2 spaces,"$290,000","$1,550/mo","1,486",CA,1898 Mountain Vista Dr,2012,"$279,293",$195,95965
6,5,Lancaster,"1339 Pasteur Dr, Lancaster, CA 93535",null,Single Family,https://www.zillow.com/homedetails/1339-Pasteur-Dr-Lancaster-CA-93535/20301020_zpid/,House for sale,"6,969 sqft",6969.0,2 spaces,"$395,000","$2,500/mo","2,449",CA,1339 Pasteur Dr,1983,"$395,006",$161,93535
2,4,Palmdale,"17152 Schollview Ave, Palmdale, CA 93591",null,Single Family,https://www.zillow.com/homedetails/17152-Schollview-Ave-Palmdale-CA-93591/20274806_zpid/,House for sale,0.5 acres,21780.0,2 spaces,"$255,000","$1,975/mo","1,248",CA,17152 Schollview Ave,1978,"$255,001",$204,93591
3,4,Temecula,"41343 Salt River Ct, Temecula, CA 92591",$42/month,Single Family,https://www.zillow.com/homedetails/41343-Salt-River-Ct-Temecula-CA-92591/18185081_zpid/,House for sale,0.4 acres,17424.0,3 spaces,"$549,900","$2,595/mo","2,561",CA,41343 Salt River Ct,1989,"$545,629",$215,92591
3,3,Antelope,"8608 Valley Rim Way, Antelope, CA 95843",None,Single Family,https://www.zillow.com/homedetails/8608-Valley-Rim-Way-Antelope-CA-95843/25966963_zpid/,House for sale,"6,534 sqft",6534.0,2 spaces,"$309,900","$1,900/mo","1,569",CA,8608 Valley Rim Way,1989,"$313,232",$198,95843
2,3,ElDoradoHls,"824 Mount Ranier Way, El Dorado Hls, CA 95762",None,Single Family,https://www.zillow.com/homedetails/824-Mount-Ranier-Way-El-Dorado-Hls-CA-95762/18614858_zpid/,House for sale,0.32 acres,13939.2,2 spaces,"$525,000","$2,275/mo","1,656",CA,824 Mount Ranier Way,1988,"$525,000",$317,95762
2,3,FortBragg,"170 Livingston St, Fort Bragg, CA 95437",null,Single Family,https://www.zillow.com/homedetails/170-Livingston-St-Fort-Bragg-CA-95437/19201298_zpid/,House for sale,"6,534 sqft",6534.0,2 spaces,"$265,000","$1,575/mo","1,110",CA,170 Livingston St,1953,"$251,626",$239,95437
3,4,Palmdale,"3058 Willowbrook Ave, Palmdale, CA 93551",null,Single Family,https://www.zillow.com/homedetails/3058-Willowbrook-Ave-Palmdale-CA-93551/20240671_zpid/,House for sale,"6,703 sqft",6703.0,2 spaces,"$385,000","$2,150/mo","1,967",CA,3058 Willowbrook Ave,1990,"$385,002",$196,93551
1,2,Quincy,"37868 Old Highway Rd, Quincy, CA 95971",null,Single Family,https://www.zillow.com/homedetails/37868-Old-Highway-Rd-Quincy-CA-95971/249127720_zpid/,House for sale,2.54 acres,110642.4,1 space,"$319,500","$1,650/mo","1,252",CA,37868 Old Highway Rd,1961,"$303,729",$255,95971
3,4,Turlock,"2480 Carmichael Way, Turlock, CA 95382",None,Single Family,https://www.zillow.com/homedetails/2480-Carmichael-Way-Turlock-CA-95382/16051583_zpid/,House for sale,"9,191 sqft",9191.0,3 spaces,"$500,000","$2,337/mo","2,250",CA,2480 Carmichael Way,1997,"$495,000",$222,95382
2,3,Chico,"663 Villa Dr, Chico, CA 95973",None,Single Family,https://www.zillow.com/homedetails/663-Villa-Dr-Chico-CA-95973/18221269_zpid/,House for sale,0.42 acres,18295.2,2 spaces,"$419,000","$1,995/mo","1,696",CA,663 Villa Dr,1971,"$392,616",$247,95973
3,5,GardenGrove,"6021 Pickett Ave, Garden Grove, CA 92845",None,Single Family,https://www.zillow.com/homedetails/6021-Pickett-Ave-Garden-Grove-CA-92845/25230455_zpid/,House for sale,"6,786 sqft",6786.0,2 spaces,"$848,000","$3,500/mo","2,197",CA,6021 Pickett Ave,1962,"$859,019",$386,92845
