Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
,"$345,900","13950 Hidden Valley Rd, Victorville, CA 92395",13950 Hidden Valley Rd,Victorville,CA,92395,3,2,"1,453","7,405 sqft",7405.0,SingleFamily,1987,Garage Attached,$285 quarterly,"$326,910","$1,695/mo",$238,https://www.zillow.com/homedetails/13950-Hidden-Valley-Rd-Victorville-CA-92395/17480779_zpid/
,"$567,900","781 La Loma Ln, Corona, CA 92879",781 La Loma Ln,Corona,CA,92879,4,3,"1,969","6,098 sqft",6098.0,SingleFamily,1988,Garage Attached,null,"$630,888","$2,700/mo",$288,https://www.zillow.com/homedetails/781-La-Loma-Ln-Corona-CA-92879/17799083_zpid/
,"$662,900","5109 Locust Ave, Carmichael, CA 95608",5109 Locust Ave,Carmichael,CA,95608,4,3,"2,566","10,018 sqft",10018.0,SingleFamily,1959,Garage,null,"$715,566","$2,650/mo",$258,https://www.zillow.com/homedetails/5109-Locust-Ave-Carmichael-CA-95608/26026721_zpid/
,"$689,900","5143 Baywood Cir, Oceanside, CA 92056",5143 Baywood Cir,Oceanside,CA,92056,4,3,"1,722","4,356 sqft",4356.0,SingleFamily,1988,Garage Attached,$45 monthly,"$704,443","$2,995/mo",$401,https://www.zillow.com/homedetails/5143-Baywood-Cir-Oceanside-CA-92056/16595517_zpid/
,"$824,900","3 Cardinal Ave, Aliso Viejo, CA 92656",3 Cardinal Ave,AlisoViejo,CA,92656,3,3,"1,838","3,071 sqft",3071.0,SingleFamily,1994,Garage Attached,$826 quarterly,"$789,002","$3,500/mo",$449,https://www.zillow.com/homedetails/3-Cardinal-Ave-Aliso-Viejo-CA-92656/25543412_zpid/
,"$731,900","27741 Narcissa Ct, Escondido, CA 92026",27741 Narcissa Ct,Escondido,CA,92026,4,3,"2,750","5,000 sqft",5000.0,SingleFamily,2004,Garage Attached,$180 monthly,"$743,456","$3,500/mo",$266,https://www.zillow.com/homedetails/27741-Narcissa-Ct-Escondido-CA-92026/66657627_zpid/
,"$693,900","11720 Mount Cambridge Ct, Rancho Cucamonga, CA 91737",11720 Mount Cambridge Ct,RanchoCucamonga,CA,91737,4,3,"2,072","5,183 sqft",5183.0,SingleFamily,1988,Garage Attached,null,"$724,174","$3,163/mo",$335,https://www.zillow.com/homedetails/11720-Mount-Cambridge-Ct-Rancho-Cucamonga-CA-91737/17308932_zpid/
,"$444,900","5990 Blythe St, Highland, CA 92346",5990 Blythe St,Highland,CA,92346,4,2,"1,642","9,104 sqft",9104.0,SingleFamily,1962,Garage Attached,null,"$419,754","$2,000/mo",$271,https://www.zillow.com/homedetails/5990-Blythe-St-Highland-CA-92346/17368491_zpid/
,"$759,000","408 W 235th St, Carson, CA 90745",408 W 235th St,Carson,CA,90745,3,2,"1,627","6,098 sqft",6098.0,SingleFamily,1952,No Data,null,"$795,044","$3,150/mo",$467,https://www.zillow.com/homedetails/408-W-235th-St-Carson-CA-90745/21256768_zpid/
,"$426,900","36645 Quito Way, Palmdale, CA 93550",36645 Quito Way,Palmdale,CA,93550,3,2,"1,888","9,679 sqft",9679.0,SingleFamily,2004,Garage Attached,null,"$446,755","$2,300/mo",$226,https://www.zillow.com/homedetails/36645-Quito-Way-Palmdale-CA-93550/65244892_zpid/
,"$874,900","1012 Cordova Ct, Chula Vista, CA 91910",1012 Cordova Ct,ChulaVista,CA,91910,4,3,"2,344","7,069 sqft",7069.0,SingleFamily,1989,Garage Attached,null,"$874,907","$3,400/mo",$373,https://www.zillow.com/homedetails/1012-Cordova-Ct-Chula-Vista-CA-91910/17180459_zpid/
,"$660,900","11146 Berryknoll St, San Diego, CA 92126",11146 Berryknoll St,SanDiego,CA,92126,3,1,"1,006","5,000 sqft",5000.0,SingleFamily,1972,Garage Attached,null,"$662,723","$2,600/mo",$657,https://www.zillow.com/homedetails/11146-Berryknoll-St-San-Diego-CA-92126/16781135_zpid/
,"$1,167,900","120 S Tablerock Pl, Anaheim, CA 92807",120 S Tablerock Pl,Anaheim,CA,92807,4,4,"3,091","9,136 sqft",9136.0,SingleFamily,1977,Garage Attached,$131 monthly,"$1,213,405","$3,950/mo",$378,https://www.zillow.com/homedetails/120-S-Tablerock-Pl-Anaheim-CA-92807/25415054_zpid/
,"$882,900","567 Fernshaw Dr, La Verne, CA 91750",567 Fernshaw Dr,LaVerne,CA,91750,4,3,"1,951","7,183 sqft",7183.0,SingleFamily,1998,Garage Attached,null,"$924,776","$2,850/mo",$453,https://www.zillow.com/homedetails/567-Fernshaw-Dr-La-Verne-CA-91750/21531730_zpid/
,"$525,900","6330 Oakcreek Way, Citrus Heights, CA 95621",6330 Oakcreek Way,CitrusHeights,CA,95621,4,2,"2,191",null,null,null,null,null,null,null,null,null,https://www.zillow.com/homedetails/6330-Oakcreek-Way-Citrus-Heights-CA-95621/26022658_zpid/
,"$875,400","23835 Sycamore Dr, Mission Viejo, CA 92691",23835 Sycamore Dr,MissionViejo,CA,92691,4,3,"2,188","3,953 sqft",3953.0,SingleFamily,1977,Garage Attached,$170 monthly,"$899,143","$3,500/mo",$400,https://www.zillow.com/homedetails/23835-Sycamore-Dr-Mission-Viejo-CA-92691/25539457_zpid/
,"$776,700","619 S Pepper St, Anaheim, CA 92802",619 S Pepper St,Anaheim,CA,92802,4,2,"1,651","6,300 sqft",6300.0,SingleFamily,1954,Garage Attached,null,"$809,342","$3,000/mo",$470,https://www.zillow.com/homedetails/619-S-Pepper-St-Anaheim-CA-92802/25129348_zpid/
,"$624,900","9458 Cathywood Dr, Santee, CA 92071",9458 Cathywood Dr,Santee,CA,92071,3,2,"1,137","7,200 sqft",7200.0,SingleFamily,1973,Garage Attached,null,"$646,383","$2,600/mo",$550,https://www.zillow.com/homedetails/9458-Cathywood-Dr-Santee-CA-92071/16880235_zpid/
