Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
REDFIN CORPORATION,"$450,000","1433 Coolidge Ave, National City, CA 91950",1433 Coolidge Ave,NationalCity,CA,91950,--,--,--,null,null,MultiFamily,1936,0 spaces,null,"$400,002","$2,053/mo",null,https://www.zillow.com/homedetails/1433-Coolidge-Ave-National-City-CA-91950/295363919_zpid/
JD PROPERTY MANAGEMENT & REALT,"$699,000","4439 Parks Ave, La Mesa, CA 91941",4439 Parks Ave,LaMesa,CA,91941,--,--,"1,226",null,null,MultiFamily,1935,Garage,null,"$710,036","$2,295/mo",$570,https://www.zillow.com/homedetails/4439-Parks-Ave-La-Mesa-CA-91941/295355864_zpid/
,"$829,950","1315-1319 Pomona Ave, Crockett, CA 94525",1315-1319 Pomona Ave,Crockett,CA,94525,5,3,"4,884",null,null,MultiFamily,1898,No Parking on Site,null,"$854,566",null,$170,https://www.zillow.com/homedetails/1315-1319-Pomona-Ave-Crockett-CA-94525/2072650081_zpid/
ALLAN REAL ESTATE INVESTMENTS,"$699,900","458 S 14th St, Grover Beach, CA 93433",458 S 14th St,GroverBeach,CA,93433,--,--,"1,490",null,null,MultiFamily,1960,Garage - Single Door,null,"$712,970","$2,600/mo",$470,https://www.zillow.com/homedetails/458-S-14th-St-Grover-Beach-CA-93433/2087549548_zpid/
,"$1,195,000","1415 Alcatraz Ave, Berkeley, CA 94702",1415 Alcatraz Ave,Berkeley,CA,94702,4,4,"2,776",null,null,MultiFamily,1995,Other,null,"$1,408,937","$3,200/mo",$430,https://www.zillow.com/homedetails/1415-Alcatraz-Ave-Berkeley-CA-94702/299072268_zpid/
,"$9,995,000","135 Belvedere Ave, Belvedere Tiburon, CA 94920",135 Belvedere Ave,BelvedereTiburon,CA,94920,6,8,"11,096",null,null,MultiFamily,0,"Attached, Garage Door Opener, Inside Entrance, Side-by-Side",null,"$18,580/mo",null,$901,https://www.zillow.com/homedetails/135-Belvedere-Ave-Belvedere-Tiburon-CA-94920/19268747_zpid/
SEA VILLA REALTY,"$785,000","5035 Alicante Way, Oceanside, CA 92056",5035 Alicante Way,Oceanside,CA,92056,2,2,"1,807",null,null,MultiFamily,1988,"Driveway, Garage - Single Door",$523 monthly,"$810,544","$2,850/mo",$434,https://www.zillow.com/homedetails/5035-Alicante-Way-Oceanside-CA-92056/16624598_zpid/
COLDWELL BANKER REALTY,"$425,000","7250 Franklin Ave UNIT 406, Los Angeles, CA 90046",7250 Franklin Ave UNIT 406,LosAngeles,CA,90046,1,1,505,null,null,MultiFamily,1964,Underground,$713 monthly,"$1,824/mo",null,$842,https://www.zillow.com/homedetails/7250-Franklin-Ave-UNIT-406-Los-Angeles-CA-90046/20793140_zpid/
LONDON PROPERTIES- KINGSBURG,"$750,000","184 S L St, Dinuba, CA 93618",184 S L St,Dinuba,CA,93618,--,--,"6,039",null,null,MultiFamily,1910,"On Street, Unassigned, Open",null,"$1,100/mo",null,$124,https://www.zillow.com/homedetails/184-S-L-St-Dinuba-CA-93618/2133901148_zpid/
REALTY MASTERS & ASSOCIATES,"$699,000","10386 Benson Ave, Montclair, CA 91763",10386 Benson Ave,Montclair,CA,91763,--,--,"3,050",null,null,MultiFamily,1953,Garage,null,"$719,233","$1,900/mo",$229,https://www.zillow.com/homedetails/10386-Benson-Ave-Montclair-CA-91763/17528245_zpid/
,"$1,250,000","10696 Cement Hill Rd, Nevada City, CA 95959",10696 Cement Hill Rd,NevadaCity,CA,95959,2,3,"2,640",null,null,MultiFamily,2016,"Garage - Attached, Off-street, ",null,"$1,250,004","$5,500/mo",$473,https://www.zillow.com/homedetails/10696-Cement-Hill-Rd-Nevada-City-CA-95959/68558175_zpid/
"INGENIOUS ASSET GROUP, INC.","$595,000","4790 Academy St, Los Angeles, CA 90032",4790 Academy St,LosAngeles,CA,90032,--,--,--,null,null,MultiFamily,1941,"Driveway, Garage - Two Door",null,"$753,945","$2,500/mo",null,https://www.zillow.com/homedetails/4790-Academy-St-Los-Angeles-CA-90032/20639011_zpid/
THE REAL ESTATE SHOPPE,"$1,049,988","11818 Hamlin St, North Hollywood, CA 91606",11818 Hamlin St,NorthHollywood,CA,91606,--,--,"2,352",null,null,MultiFamily,1939,"Shared Driveway, Tandem Uncovered, Unassigned, Open",null,"$1,129,367","$2,500/mo",$446,https://www.zillow.com/homedetails/11818-Hamlin-St-North-Hollywood-CA-91606/20004347_zpid/
CENTURY 21 ALLSTARS,"$575,000","3122 E Gage Ave, Huntington Park, CA 90255",3122 E Gage Ave,HuntingtonPark,CA,90255,--,--,"1,600",null,null,MultiFamily,1939,No Data,null,"$575,005","$2,500/mo",$359,https://www.zillow.com/homedetails/3122-E-Gage-Ave-Huntington-Park-CA-90255/136030169_zpid/
,"$350,000","3601 Y St, Sacramento, CA 95817",3601 Y St,Sacramento,CA,95817,2,2,808,null,null,MultiFamily,1950,None,null,"$369,825","$1,695/mo",$433,https://www.zillow.com/homedetails/3601-Y-St-Sacramento-CA-95817/25799025_zpid/
"EXP REALTY OF CALIFORNIA, INC","$980,000","14036 Meacham Rd, Bakersfield, CA 93314",14036 Meacham Rd,Bakersfield,CA,93314,6,5,"3,900",null,null,MultiFamily,2002,Garage - Attached,null,"$963,786","$2,950/mo",$251,https://www.zillow.com/homedetails/14036-Meacham-Rd-Bakersfield-CA-93314/51068979_zpid/
"TRUST PROPERTIES USA,INC","$330,000","1415 E Appleton St APT 10, Long Beach, CA 90802",1415 E Appleton St APT 10,LongBeach,CA,90802,1,1,662,null,null,MultiFamily,1959,No Data,$235 monthly,"$350,131","$1,800/mo",$498,https://www.zillow.com/homedetails/1415-E-Appleton-St-APT-10-Long-Beach-CA-90802/21238087_zpid/
COLDWELL BANKER PREMIER REAL ESTATE,"$999,000","859 California Blvd, San Luis Obispo, CA 93401",859 California Blvd,SanLuisObispo,CA,93401,3,3,"1,855",null,null,MultiFamily,1906,No Data,null,"$1,038,818","$2,700/mo",$539,https://www.zillow.com/homedetails/859-California-Blvd-San-Luis-Obispo-CA-93401/82952787_zpid/
WGRES INC.,"$799,999","14716 Friar St, Van Nuys, CA 91411",14716 Friar St,VanNuys,CA,91411,--,--,"1,460",null,null,MultiFamily,1939,Garage,null,"$853,517","$2,450/mo",$548,https://www.zillow.com/homedetails/14716-Friar-St-Van-Nuys-CA-91411/19971061_zpid/
FATHOM REALTY GROUP INC.,"$299,000","81 Panorama Dr, Thermal, CA 92274",81 Panorama Dr,Thermal,CA,92274,--,--,--,null,null,MultiFamily,1970,"Assigned, Side By Side",null,"$284,766",null,null,https://www.zillow.com/homedetails/81-Panorama-Dr-Thermal-CA-92274/2074487390_zpid/
,"$898,000","20100 Quartz Mountain Rd N, Fiddletown, CA 95629",20100 Quartz Mountain Rd N,Fiddletown,CA,95629,3,3,"2,499",null,null,MultiFamily,2009,"Carport, Garage - Attached, Garage - Detached, ",null,"$892,853","$2,500/mo",$359,https://www.zillow.com/homedetails/20100-Quartz-Mountain-Rd-N-Fiddletown-CA-95629/18200790_zpid/
,"$1,450,000","1795-97 Seascape Blvd, Aptos, CA 95003",1795-97 Seascape Blvd,Aptos,CA,95003,--,--,"2,891",null,null,MultiFamily,1972,On-street,null,null,null,$502,https://www.zillow.com/homedetails/1795-97-Seascape-Blvd-Aptos-CA-95003/2071559287_zpid/
PLF REAL ESTATE SOLUTIONS,"$315,000","237 Dr Martin Luther King Jr Blvd, Bakersfield, CA 93307",237 Dr Martin Luther King Jr Blvd,Bakersfield,CA,93307,--,--,"3,557",null,null,MultiFamily,1983,Assigned,null,"$333,022","$1,400/mo",$89,https://www.zillow.com/homedetails/237-Dr-Martin-Luther-King-Jr-Blvd-Bakersfield-CA-93307/70397272_zpid/
,"$495,000","3038 N Vagedes Ave, Fresno, CA 93705",3038 N Vagedes Ave,Fresno,CA,93705,8,4.5,"3,587",null,null,MultiFamily,1970,"Carport, Garage",null,"$504,032","$1,200/mo",$138,https://www.zillow.com/homedetails/3038-N-Vagedes-Ave-Fresno-CA-93705/82866882_zpid/
,"$370,000","3206 Riverside Dr, Riverbank, CA 95367",3206 Riverside Dr,Riverbank,CA,95367,2,2,"1,288",null,null,MultiFamily,1950,0 spaces,null,"$385,857","$1,469/mo",$287,https://www.zillow.com/homedetails/3206-Riverside-Dr-Riverbank-CA-95367/300258208_zpid/
CENTURY 21 PEAK,"$649,000","2001 N Ward Ave, Compton, CA 90221",2001 N Ward Ave,Compton,CA,90221,--,--,"1,700",null,null,MultiFamily,1947,Garage,null,"$669,972","$2,250/mo",$382,https://www.zillow.com/homedetails/2001-N-Ward-Ave-Compton-CA-90221/21012779_zpid/
THE REAL ESTATE CONSULTANTS WESTSIDE INC.,"$649,000","12304 Birch Ave, Hawthorne, CA 90250",12304 Birch Ave,Hawthorne,CA,90250,2,2,"1,026",null,null,MultiFamily,1957,"Carport, Attached Carport, Concrete",null,"$666,595","$2,400/mo",$633,https://www.zillow.com/homedetails/12304-Birch-Ave-Hawthorne-CA-90250/20350754_zpid/
,"$499,888","1529 Hobson Ave, West Sacramento, CA 95605",1529 Hobson Ave,WestSacramento,CA,95605,5,2,"1,539",null,null,MultiFamily,1953,Garage,null,"$498,890","$1,895/mo",$325,https://www.zillow.com/homedetails/1529-Hobson-Ave-West-Sacramento-CA-95605/16514175_zpid/
,"$3,995,000","411 Bannon Ln, Penngrove, CA 94951",411 Bannon Ln,Penngrove,CA,94951,4,2,--,null,null,MultiFamily,0,"Detached, Garage Door Opener, Garage Faces Side, Guest, RV Storage, Side-by-Side, Gravel",null,"$2,995/mo",null,null,https://www.zillow.com/homedetails/411-Bannon-Ln-Penngrove-CA-94951/300260905_zpid/
EXCELLENCE RE REAL ESTATE,"$715,000","308 S Covina Blvd, La Puente, CA 91746",308 S Covina Blvd,LaPuente,CA,91746,--,--,"1,250",null,null,MultiFamily,1947,Garage - Single Door,null,"$752,972","$2,400/mo",$572,https://www.zillow.com/homedetails/308-S-Covina-Blvd-La-Puente-CA-91746/21413504_zpid/
,"$375,000","812 Clementa Way, Modesto, CA 95351",812 Clementa Way,Modesto,CA,95351,2,--,"2,086",null,null,MultiFamily,1967,No Data,$240 monthly,"$396,428","$1,595/mo",$180,https://www.zillow.com/homedetails/812-Clementa-Way-Modesto-CA-95351/299741543_zpid/
,"$669,000","470 Cornish Ln, Angwin, CA 94508",470 Cornish Ln,Angwin,CA,94508,4,2,"1,292",null,null,MultiFamily,1938,"No Garage, Gravel, Paved Driveway",null,"$666,920","$2,700/mo",$518,https://www.zillow.com/homedetails/470-Cornish-Ln-Angwin-CA-94508/19403588_zpid/
COLDWELL BANKER KIVETT-TEETERS,"$489,900","35391 Acacia Ave, Yucaipa, CA 92399",35391 Acacia Ave,Yucaipa,CA,92399,--,--,"2,198",null,null,MultiFamily,1972,Garage,null,"$230,156","$1,500/mo",$223,https://www.zillow.com/homedetails/35391-Acacia-Ave-Yucaipa-CA-92399/17399830_zpid/
COMPASS,"$3,285,000","261 La Brea St, Laguna Beach, CA 92651",261 La Brea St,LagunaBeach,CA,92651,6,5,"2,792",null,null,MultiFamily,1964,Garage - Attached,null,"$3,282,718","$4,600/mo","$1,177",https://www.zillow.com/homedetails/261-La-Brea-St-Laguna-Beach-CA-92651/25140699_zpid/
,"$285,000","5607 8th St, Keyes, CA 95328",5607 8th St,Keyes,CA,95328,--,--,"1,200",null,null,MultiFamily,1921,No Data,null,"$294,546","$1,450/mo",$238,https://www.zillow.com/homedetails/5607-8th-St-Keyes-CA-95328/300254765_zpid/
LANDPAC PROPERTIES,"$650,000","7815 Eastern Ave, Bell Gardens, CA 90201",7815 Eastern Ave,BellGardens,CA,90201,--,--,--,null,null,MultiFamily,1938,"Garage - Two Door, Garage, Driveway, Concrete, Gated, Parking Space, Private",null,"$644,924","$2,350/mo",null,https://www.zillow.com/homedetails/7815-Eastern-Ave-Bell-Gardens-CA-90201/135992874_zpid/
,"$399,000","4760 69th St, Sacramento, CA 95820",4760 69th St,Sacramento,CA,95820,--,--,"1,942",null,null,MultiFamily,1980,"Garage - Detached, Off-street, ",null,"$427,896","$1,650/mo",$205,https://www.zillow.com/homedetails/4760-69th-St-Sacramento-CA-95820/25811806_zpid/
,"$938,000","2126 Chickasaw Ave, Los Angeles, CA 90041",2126 Chickasaw Ave,LosAngeles,CA,90041,3,3,"1,687",null,null,MultiFamily,1920,None,null,"$1,102,827","$2,550/mo",$556,https://www.zillow.com/homedetails/2126-Chickasaw-Ave-Los-Angeles-CA-90041/20851912_zpid/
,"$875,000","3464-3466 Durant St, San Diego, CA 92113",3464-3466 Durant St,SanDiego,CA,92113,6,6,--,null,null,MultiFamily,2009,0 spaces,null,"$907,236",null,null,https://www.zillow.com/homedetails/3464-3466-Durant-St-San-Diego-CA-92113/2072761367_zpid/
,"$429,000","21124 Yerba Blvd, California City, CA 93505",21124 Yerba Blvd,CaliforniaCity,CA,93505,6,6,"2,491",null,null,MultiFamily,2008,0 spaces,null,"$436,962","$1,195/mo",$172,https://www.zillow.com/homedetails/21124-Yerba-Blvd-California-City-CA-93505/81854823_zpid/
,"$319,900","2000 Robertson Rd, Modesto, CA 95351",2000 Robertson Rd,Modesto,CA,95351,4,2,"1,464",null,null,MultiFamily,1950,No Data,null,"$338,663","$1,150/mo",$219,https://www.zillow.com/homedetails/2000-Robertson-Rd-Modesto-CA-95351/300254132_zpid/
BERKSHIRE HATHAWAY HOMESERVICES CALIFORNIA PROPERTIES,"$689,000","210 Kendall Ave, San Bernardino, CA 92410",210 Kendall Ave,SanBernardino,CA,92410,--,--,--,null,null,MultiFamily,1929,No Data,null,"$698,438","$2,000/mo",null,https://www.zillow.com/homedetails/210-Kendall-Ave-San-Bernardino-CA-92410/2122085929_zpid/
,"$650,000","3411 Cutting Blvd, Richmond, CA 94804",3411 Cutting Blvd,Richmond,CA,94804,--,--,"2,198",null,null,MultiFamily,1904,0 spaces,null,null,null,$296,https://www.zillow.com/homedetails/3411-Cutting-Blvd-Richmond-CA-94804/2071555020_zpid/
,"$699,000","18805 Pine Shadows Ln, Penn Valley, CA 95946",18805 Pine Shadows Ln,PennValley,CA,95946,4,4,"2,346",null,null,MultiFamily,1980,"Garage - Attached, ",null,"$699,003",null,$298,https://www.zillow.com/homedetails/18805-Pine-Shadows-Ln-Penn-Valley-CA-95946/2077914179_zpid/
"HOMESMART, EVERGREEN REALTY","$649,900","719 Orme Ave, Los Angeles, CA 90023",719 Orme Ave,LosAngeles,CA,90023,--,--,"1,252",null,null,MultiFamily,1922,No Data,null,"$682,777","$2,300/mo",$519,https://www.zillow.com/homedetails/719-Orme-Ave-Los-Angeles-CA-90023/20633156_zpid/
RE/MAX PLATINUM PROPERTIES,"$675,000","2067 Pasadena Ave, Long Beach, CA 90806",2067 Pasadena Ave,LongBeach,CA,90806,--,--,"1,731",null,null,MultiFamily,1918,No Data,null,"$700,700","$2,195/mo",$390,https://www.zillow.com/homedetails/2067-Pasadena-Ave-Long-Beach-CA-90806/21196314_zpid/
"HELM REAL ESTATE, Marcus Miller","$1,999,000","156 Beaver St #158, San Francisco, CA 94114",156 Beaver St #158,SanFrancisco,CA,94114,5,4,"3,035",null,null,MultiFamily,1929,"Garage, Garage Door Opener, Side By Side",$750 annually,null,null,$659,https://www.zillow.com/homedetails/156-Beaver-St-158-San-Francisco-CA-94114/2071533896_zpid/
CENTURY 21 ALLSTARS,"$359,900","825 W Olive St, San Bernardino, CA 92410",825 W Olive St,SanBernardino,CA,92410,--,--,"1,818",null,null,MultiFamily,1923,No Data,null,"$360,833","$1,650/mo",$198,https://www.zillow.com/homedetails/825-W-Olive-St-San-Bernardino-CA-92410/17224423_zpid/
,"$399,000","8320 Forest Creek Ln, Orangevale, CA 95662",8320 Forest Creek Ln,Orangevale,CA,95662,3,3,"1,333",null,null,MultiFamily,1987,"Garage - Attached, ",null,"$424,390","$2,085/mo",$299,https://www.zillow.com/homedetails/8320-Forest-Creek-Ln-Orangevale-CA-95662/26074489_zpid/
,"$599,000","1626 46th Ave, Oakland, CA 94601",1626 46th Ave,Oakland,CA,94601,4,3,"1,360",null,null,MultiFamily,1918,Off Street,null,"$731,634","$2,295/mo",$440,https://www.zillow.com/homedetails/1626-46th-Ave-Oakland-CA-94601/24780744_zpid/
STRATEGIC REALTY INC.,"$1,200,000","1110 W 42nd St, Los Angeles, CA 90037",1110 W 42nd St,LosAngeles,CA,90037,--,--,"4,670",null,null,MultiFamily,1923,No Data,null,"$1,188,802","$2,595/mo",$257,https://www.zillow.com/homedetails/1110-W-42nd-St-Los-Angeles-CA-90037/20572935_zpid/
GOWING PROPERTIES,"$1,400,000","955 Newport Ave, Grover Beach, CA 93433",955 Newport Ave,GroverBeach,CA,93433,--,--,"3,104",null,null,MultiFamily,1949,Garage,null,null,null,$451,https://www.zillow.com/homedetails/955-Newport-Ave-Grover-Beach-CA-93433/2071576541_zpid/
EMBASSY FINANCIAL GROUP INC.,"$600,000","6817 Newell St, Huntington Park, CA 90255",6817 Newell St,HuntingtonPark,CA,90255,--,--,"1,941",null,null,MultiFamily,1928,Garage,null,"$624,275","$2,400/mo",$309,https://www.zillow.com/homedetails/6817-Newell-St-Huntington-Park-CA-90255/21074737_zpid/
,"$386,000","660 Orchard St, Fields Landing, CA 95537",660 Orchard St,FieldsLanding,CA,95537,--,--,"2,725",null,null,MultiFamily,1985,"Garage - Detached, ",null,"$386,000","$1,390/mo",$142,https://www.zillow.com/homedetails/660-Orchard-St-Fields-Landing-CA-95537/244106568_zpid/
,"$965,000","1001 Tamarack Ct, Roseville, CA 95661",1001 Tamarack Ct,Roseville,CA,95661,6,--,"2,645",null,null,MultiFamily,1986,"Garage - Attached, ",null,"$2,950/mo",null,$365,https://www.zillow.com/homedetails/1001-Tamarack-Ct-Roseville-CA-95661/17728494_zpid/
REALTY ONE GROUP WEST,"$825,000","17426 Downey Ave, Bellflower, CA 90706",17426 Downey Ave,Bellflower,CA,90706,--,--,"1,464",null,null,MultiFamily,1949,Garage,null,"$871,601","$2,300/mo",$564,https://www.zillow.com/homedetails/17426-Downey-Ave-Bellflower-CA-90706/21172567_zpid/
,"$700,000","24 Foster St, Martinez, CA 94553",24 Foster St,Martinez,CA,94553,4,3,--,null,null,MultiFamily,1898,"Uncovered, Other",null,"$610,006","$2,550/mo",null,https://www.zillow.com/homedetails/24-Foster-St-Martinez-CA-94553/18488887_zpid/
,"$499,900","704 W Standley St, Ukiah, CA 95482",704 W Standley St,Ukiah,CA,95482,2,1,"1,275",null,null,MultiFamily,1915,No Data,null,"$2,599/mo",null,$392,https://www.zillow.com/homedetails/704-W-Standley-St-Ukiah-CA-95482/125217165_zpid/
"COMPASS, Chris J. O'Connor","$2,200,000","1708 Lombard St #1710, San Francisco, CA 94123",1708 Lombard St #1710,SanFrancisco,CA,94123,4,2,"3,040",null,null,MultiFamily,1924,"Attached, Garage, Side By Side",null,"$2,210,045",null,$724,https://www.zillow.com/homedetails/1708-Lombard-St-1710-San-Francisco-CA-94123/2071578176_zpid/
,"$895,000","11 Lukens Pl, Angwin, CA 94508",11 Lukens Pl,Angwin,CA,94508,6,4,"2,541",null,null,MultiFamily,1938,"Covered, Uncovered Parking Space",null,"$925,005","$4,400/mo",$352,https://www.zillow.com/homedetails/11-Lukens-Pl-Angwin-CA-94508/19403503_zpid/
,"$1,599,000","2262 Barton Ave, South Lake Tahoe, CA 96150",2262 Barton Ave,SouthLakeTahoe,CA,96150,--,--,"7,609",null,null,MultiFamily,1960,No Data,null,"$1,599,010","$4,500/mo",$210,https://www.zillow.com/homedetails/2262-Barton-Ave-South-Lake-Tahoe-CA-96150/83901636_zpid/
,"$599,000","4103 Carson Rd, Camino, CA 95709",4103 Carson Rd,Camino,CA,95709,--,--,"6,438",null,null,MultiFamily,1935,0 spaces,null,"$1,895/mo",null,$93,https://www.zillow.com/homedetails/4103-Carson-Rd-Camino-CA-95709/300484039_zpid/
,"$705,000","7705 Orford Rd, Stockton, CA 95215",7705 Orford Rd,Stockton,CA,95215,2,3,"2,944",null,null,MultiFamily,1978,"Carport, Garage - Detached, ",null,"$736,842","$2,700/mo",$239,https://www.zillow.com/homedetails/7705-Orford-Rd-Stockton-CA-95215/15303660_zpid/
"LA'S BEST PROPERTY MANAGEMENT, INC.","$1,750,000","752 Pier Ave, Santa Monica, CA 90405",752 Pier Ave,SantaMonica,CA,90405,--,--,--,null,null,MultiFamily,1925,Driveway,null,"$1,816,612","$3,100/mo",null,https://www.zillow.com/homedetails/752-Pier-Ave-Santa-Monica-CA-90405/20483203_zpid/
"ANTHONY BOGARD, BROKER","$808,800","1287 S Parcels St, Pomona, CA 91766",1287 S Parcels St,Pomona,CA,91766,--,--,"2,809",null,null,MultiFamily,2006,Garage,null,"$815,647","$2,495/mo",$288,https://www.zillow.com/homedetails/1287-S-Parcels-St-Pomona-CA-91766/82749482_zpid/
SUPERIOR REAL ESTATE GROUP,"$699,000","740 N Claudina St, Anaheim, CA 92805",740 N Claudina St,Anaheim,CA,92805,--,--,"1,440",null,null,MultiFamily,1921,Garage,null,"$740,416","$2,400/mo",$485,https://www.zillow.com/homedetails/740-N-Claudina-St-Anaheim-CA-92805/25126302_zpid/
CENTURY 21 DITTON REALTY OAK,"$557,840","39939-39945 Victoria Pl, Oakhurst, CA 93644",39939-39945 Victoria Pl,Oakhurst,CA,93644,4,4,"2,740",null,null,MultiFamily,1991,Garage,null,"$565,820",null,$204,https://www.zillow.com/homedetails/39939-39945-Victoria-Pl-Oakhurst-CA-93644/2072817199_zpid/
,"$5,250,000","200 Road To Rnch, Nicasio, CA 94946",200 Road To Rnch,Nicasio,CA,94946,3,2,"3,000",null,null,MultiFamily,1975,Gravel,null,"$5,237,280","$3,000/mo","$1,750",https://www.zillow.com/homedetails/200-Road-To-Rnch-Nicasio-CA-94946/19276148_zpid/
PREFERRED AGENTS REAL ESTATE -,"$359,900","925 Alder St, Red Bluff, CA 96080",925 Alder St,RedBluff,CA,96080,--,--,"2,000",null,null,MultiFamily,1986,"Concrete, Garage Faces Front, Garage - Single Door, Garage Door Opener",null,"$309,604","$2,050/mo",$180,https://www.zillow.com/homedetails/925-Alder-St-Red-Bluff-CA-96080/16173193_zpid/
,"$2,875,000","25740 N Mackville Rd, Clements, CA 95227",25740 N Mackville Rd,Clements,CA,95227,3,3,"2,866",null,null,MultiFamily,1979,"Carport, Garage - Attached, ",null,"$3,086,176","$3,000/mo","$1,003",https://www.zillow.com/homedetails/25740-N-Mackville-Rd-Clements-CA-95227/129710013_zpid/
